,Kernel,C,Gamma,Degree,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,linear,0.1,,,"[1014, 42, 310, 83]",0.749492718614121,0.603807800560633,0.22163400356324764,0.3242463139092591
1,rbf,0.1,1.0,,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
2,poly,0.1,1.0,2.0,"[618, 438, 195, 198]",0.4915038995099731,0.27108881908107885,0.5168745227793332,0.3554373757509609
3,poly,0.1,1.0,3.0,"[650, 406, 201, 192]",0.5106908689350541,0.28086228850339384,0.5145329600407228,0.36328505329820004
4,rbf,0.1,10.0,,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
5,poly,0.1,10.0,2.0,"[424, 632, 176, 217]",0.4695286079094485,0.2619469615304595,0.5254263171290405,0.3495426794679413
6,poly,0.1,10.0,3.0,"[563, 493, 205, 188]",0.5044516529781212,0.2785254919107142,0.520234156273861,0.36279299459061265
7,linear,1.0,,,"[1013, 43, 308, 85]",0.7495755400648767,0.6040252136816274,0.2221430389412064,0.32482287464849396
8,rbf,1.0,1.0,,"[1053, 3, 392, 1]",0.7285388915729174,0.48495070633613313,0.016798167472639347,0.03245967717329574
9,poly,1.0,1.0,2.0,"[456, 600, 165, 228]",0.4666712678583753,0.2615232047082534,0.5296004072283024,0.350109821172111
10,poly,1.0,1.0,3.0,"[650, 406, 201, 192]",0.5057353854648354,0.2777011179989668,0.5138203105115806,0.3605209673922685
11,rbf,1.0,10.0,,"[1053, 3, 392, 1]",0.728041962868383,0.44041068186393917,0.010791550012725885,0.02105980857128332
12,poly,1.0,10.0,2.0,"[424, 632, 176, 217]",0.4737248947477397,0.26592991347843037,0.5339781114787476,0.3550026696307947
13,poly,1.0,10.0,3.0,"[579, 477, 198, 195]",0.5120850300227759,0.2819893674185922,0.5167218121659455,0.3648285930642575
14,linear,10.0,,,"[1013, 43, 309, 84]",0.7496721650907585,0.6042931543729317,0.22270297785696105,0.32545753180430903
15,rbf,10.0,1.0,,"[1045, 11, 383, 10]",0.7251432120919319,0.426555150960051,0.039857470094171545,0.07283551677568637
16,poly,10.0,1.0,2.0,"[550, 506, 183, 210]",0.46397957070881357,0.25643303403307566,0.5139221175871723,0.3421173355823551
17,poly,10.0,1.0,3.0,"[513, 543, 203, 190]",0.5040927600248464,0.2753187043410613,0.5077118859760754,0.35698248447341613
18,rbf,10.0,10.0,,"[1053, 3, 392, 1]",0.728041962868383,0.44041068186393917,0.010791550012725885,0.02105980857128332
19,poly,10.0,10.0,2.0,"[550, 506, 183, 210]",0.47021878666574646,0.26170866382113467,0.5235937897683889,0.3489359660536687
20,poly,10.0,10.0,3.0,"[579, 477, 198, 195]",0.5104700117330389,0.278759836644939,0.5073555612115042,0.35979361847947644
21,linear,100.0,,,"[980, 76, 286, 107]",0.7425633239008903,0.5666445466945769,0.22025960804275896,0.3162430687384507
22,rbf,100.0,1.0,,"[1045, 11, 383, 10]",0.7251432120919319,0.426555150960051,0.039857470094171545,0.07283551677568637
23,poly,100.0,1.0,2.0,"[424, 632, 176, 217]",0.4638001242321762,0.26108702377245585,0.5346907610078901,0.35079997917400985
24,poly,100.0,1.0,3.0,"[635, 421, 193, 200]",0.5141831734419214,0.2819560062692085,0.5117841689997455,0.36357524971046296
25,rbf,100.0,10.0,,"[1053, 3, 392, 1]",0.728041962868383,0.44041068186393917,0.010791550012725885,0.02105980857128332
26,poly,100.0,10.0,2.0,"[424, 632, 176, 217]",0.47226171578438814,0.2645103842528864,0.5309748027487909,0.3530398907278419
27,poly,100.0,10.0,3.0,"[579, 477, 198, 195]",0.501980813030575,0.2748906677255308,0.510358869941461,0.3572806054430944
28,linear,1000.0,,,"[736, 320, 197, 196]",0.6520808889502381,0.354391542289284,0.3373377449732756,0.3445056371729872
29,rbf,1000.0,1.0,,"[1045, 11, 383, 10]",0.7251432120919319,0.426555150960051,0.039857470094171545,0.07283551677568637
30,poly,1000.0,1.0,2.0,"[424, 632, 176, 217]",0.4672648215887915,0.2625065949078311,0.5327055230338509,0.3516594176695622
31,poly,1000.0,1.0,3.0,"[550, 506, 194, 199]",0.5125543515770585,0.2805733745018932,0.5096462204123188,0.3618883139536357
32,rbf,1000.0,10.0,,"[1053, 3, 392, 1]",0.728041962868383,0.44041068186393917,0.010791550012725885,0.02105980857128332
33,poly,1000.0,10.0,2.0,"[550, 506, 183, 210]",0.4656498032990545,0.2606854185386286,0.5281751081700178,0.3490512023656253
34,poly,1000.0,10.0,3.0,"[579, 477, 198, 195]",0.48282145075574584,0.27225653920587367,0.5416645456859251,0.3621870188553626
