,Max_depth,N_estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,3,50,"[1011, 45, 308, 85]",0.7487611291324454,0.6028421229460266,0.21547467548994653,0.31746968785239427
1,3,75,"[1011, 45, 308, 85]",0.7493546828628614,0.6046598534689883,0.2186815983710868,0.3211962772756668
2,3,100,"[1010, 46, 307, 86]",0.7490372006349644,0.6010752890670904,0.22158310002545178,0.3237957884018445
3,3,125,"[1011, 45, 306, 87]",0.7491890399613501,0.6001196183324063,0.22504454059557139,0.3273334994866769
4,3,150,"[1011, 45, 300, 93]",0.7494651114638692,0.6000904023066247,0.2281496564011199,0.33059900775153733
5,4,50,"[1011, 45, 314, 79]",0.7487335219821935,0.6021334010535931,0.21639093917027236,0.31836618281351814
6,4,75,"[1013, 43, 311, 82]",0.7491890399613499,0.6031920836465214,0.21944515143802495,0.3218121809095432
7,4,100,"[1013, 43, 312, 81]",0.7489819863344607,0.5995658216646031,0.22377195215067447,0.32590666827013137
8,4,125,"[1011, 45, 308, 85]",0.7489957899095866,0.5978852463430517,0.22713158564520236,0.3292006484763118
9,4,150,"[1012, 44, 309, 84]",0.7485954862309339,0.5939613294270062,0.23038941206413846,0.33200008738797093
10,5,50,"[1015, 41, 314, 79]",0.7488025398578232,0.5998162764514994,0.2213285823364724,0.3233398167331173
11,5,75,"[1014, 42, 310, 83]",0.748857754158327,0.5996752172569869,0.22219394247900226,0.32424533318708276
12,5,100,"[1012, 44, 304, 89]",0.7488991648837049,0.5972216724430028,0.22733519979638586,0.32931159209112043
13,5,125,"[1011, 45, 302, 91]",0.7485954862309339,0.594138188503923,0.23003308729956734,0.33165383114325653
14,5,150,"[1008, 48, 300, 93]",0.7484298433294223,0.5911754492860026,0.23435988801221685,0.3356529778509524
15,6,50,"[1016, 40, 308, 85]",0.7485402719304299,0.5975474639107518,0.22270297785696105,0.3244589405672589
16,6,75,"[1012, 44, 307, 86]",0.7481537718269032,0.5945599812392887,0.22402646983965385,0.32542555219723707
17,6,100,"[1012, 44, 307, 86]",0.7475326109462351,0.5894682752900766,0.22723339272079413,0.3280109479496418
18,6,125,"[1010, 46, 303, 90]",0.747532610946235,0.587246496688945,0.23212013234919823,0.33271821560299003
19,6,150,"[1007, 49, 304, 89]",0.7473255573193457,0.5841389875732663,0.23680325782641892,0.3369887116955025
20,7,50,"[1012, 44, 304, 89]",0.7478086824487542,0.5918084568516212,0.22560447951132603,0.32667337086521914
21,7,75,"[1008, 48, 301, 92]",0.7475188073711091,0.5887519848507206,0.22860778824128278,0.329334667969441
22,7,100,"[1004, 52, 302, 91]",0.7471185036924564,0.5845179794629252,0.23324001018070756,0.33342927336834327
23,7,125,"[1002, 54, 303, 90]",0.7463869142107806,0.5787750763086704,0.23787223212013237,0.3371667033684362
24,7,150,"[999, 57, 299, 94]",0.7464007177859066,0.5763634067058196,0.24454059557139224,0.34338401865569657
