,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,50,0.5,"[1006, 50, 308, 85]",0.7477810752985024,0.5919224462669632,0.22504454059557139,0.3261005470799003
1,50,0.75,"[1001, 55, 307, 86]",0.747587825246739,0.5895156617853379,0.22784423517434466,0.3286554776367095
2,50,1.0,"[1000, 56, 300, 93]",0.7476982538477466,0.5894707988767567,0.22932043777042505,0.33018113416906564
3,100,0.5,"[1006, 50, 308, 85]",0.7478500931741322,0.5915922603741008,0.22662255026724357,0.32769458029653864
4,100,0.75,"[1007, 49, 308, 85]",0.7471599144178342,0.5876436773081236,0.22662255026724357,0.32709840908386856
5,100,1.0,"[1005, 51, 306, 87]",0.7475188073711092,0.5895048847323313,0.2270806821074065,0.3278595143371884
6,150,0.5,"[1006, 50, 307, 86]",0.7478086824487542,0.5912774331657273,0.22682616441842712,0.32786239435127945
7,150,0.75,"[1006, 50, 306, 87]",0.7471461108427083,0.5878033606568869,0.2261644184270807,0.3266389207902264
8,150,1.0,"[1007, 49, 307, 86]",0.7475050037959832,0.5900650053610706,0.2257062865869178,0.32651238661455
