,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,linear,0.1,,,50,"[1012, 44, 312, 81]",0.7498378079922701,0.6028574305804296,0.22708068210740645,0.32989054380562366
1,rbf,0.1,1.0,,50,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
2,poly,0.1,1.0,2.0,50,"[605, 451, 213, 180]",0.5616260611498378,0.2817447933396527,0.39791295495036905,0.3298904384316602
3,poly,0.1,1.0,3.0,50,"[840, 216, 256, 137]",0.6645317137138518,0.3741269631345209,0.35235428862305934,0.3629131308960998
4,rbf,0.1,10.0,,50,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
5,poly,0.1,10.0,2.0,50,"[636, 420, 215, 178]",0.5513285941058734,0.2810117717322781,0.4199541868159836,0.3366952670278813
6,poly,0.1,10.0,3.0,50,"[832, 224, 252, 141]",0.664490302988474,0.37387677289349647,0.35159073555612114,0.3623876503503779
7,linear,1.0,,,50,"[1012, 44, 312, 81]",0.7498654151425218,0.6025775689098589,0.22789513871214054,0.33070793758409484
8,rbf,1.0,1.0,,50,"[1055, 1, 393, 0]",0.7284836772724136,0.4097684036393714,0.002952405192160855,0.005862187210841149
9,poly,1.0,1.0,2.0,50,"[638, 418, 217, 176]",0.5497963972668921,0.2792608852255327,0.4176126240773733,0.3346915147717123
10,poly,1.0,1.0,3.0,50,"[838, 218, 251, 142]",0.6639795707088136,0.3728922241260443,0.3507253754135912,0.36146665087387564
11,rbf,1.0,10.0,,50,"[1055, 1, 393, 0]",0.7284836772724136,0.39917175899784596,0.0025451768897938407,0.005057838025582835
12,poly,1.0,10.0,2.0,50,"[642, 414, 218, 175]",0.5505555938988198,0.27972006297643626,0.41735810638839393,0.3349370363569356
13,poly,1.0,10.0,3.0,50,"[834, 222, 251, 142]",0.6642970529367107,0.37358183849382093,0.35159073555612114,0.3622517049549388
14,linear,10.0,,,50,"[1013, 43, 310, 83]",0.7494513078887433,0.6006359673444825,0.22697887503181474,0.3294510830530785
15,rbf,10.0,1.0,,50,"[1054, 2, 390, 3]",0.728014355718131,0.434477514070782,0.009926189870195978,0.019408370724368854
16,poly,10.0,1.0,2.0,50,"[638, 418, 223, 170]",0.551149147629236,0.28024914369838383,0.41776533469076105,0.33544630323442787
17,poly,10.0,1.0,3.0,50,"[836, 220, 250, 143]",0.6646973566153633,0.37429270260288694,0.35204886739628405,0.3628261647200281
18,rbf,10.0,10.0,,50,"[1055, 1, 393, 0]",0.7284836772724136,0.39917175899784596,0.0025451768897938407,0.005057838025582835
19,poly,10.0,10.0,2.0,50,"[649, 407, 221, 172]",0.55178411208503,0.2810060582491999,0.4188852125222703,0.336354305471069
20,poly,10.0,10.0,3.0,50,"[833, 223, 252, 141]",0.6639795707088136,0.37304613577540396,0.35123441079155004,0.3618028300958511
21,linear,100.0,,,50,"[1006, 50, 312, 81]",0.7484712540548001,0.5972681398094296,0.22249936370577755,0.32420205066738145
22,rbf,100.0,1.0,,50,"[1054, 2, 390, 3]",0.728014355718131,0.434477514070782,0.009926189870195978,0.019408370724368854
23,poly,100.0,1.0,2.0,50,"[631, 425, 213, 180]",0.5507074332252053,0.2802265448549132,0.41873250190888267,0.33574779208534944
24,poly,100.0,1.0,3.0,50,"[834, 222, 250, 143]",0.6638139278073021,0.3725065737248141,0.3502163400356325,0.36101271438672766
25,rbf,100.0,10.0,,50,"[1055, 1, 393, 0]",0.7284836772724136,0.39917175899784596,0.0025451768897938407,0.005057838025582835
26,poly,100.0,10.0,2.0,50,"[646, 410, 221, 172]",0.5503071295465525,0.27992181723191295,0.418579791295495,0.3354670146890137
27,poly,100.0,10.0,3.0,50,"[836, 220, 252, 141]",0.6644074815377182,0.3740719144804556,0.3527615169254263,0.3630978542159438
28,linear,1000.0,,,50,"[990, 66, 287, 106]",0.7437780385119747,0.584218433660469,0.19180453041486384,0.28844642900721246
29,rbf,1000.0,1.0,,50,"[1054, 2, 390, 3]",0.728014355718131,0.434477514070782,0.009926189870195978,0.019408370724368854
30,poly,1000.0,1.0,2.0,50,"[651, 405, 216, 177]",0.5512319690799916,0.2814010950382135,0.42153219648765583,0.33748965399073855
31,poly,1000.0,1.0,3.0,50,"[838, 218, 254, 139]",0.664849195941749,0.37399599619425317,0.3501145329600407,0.3616564757115193
32,rbf,1000.0,10.0,,50,"[1055, 1, 393, 0]",0.7284836772724136,0.39917175899784596,0.0025451768897938407,0.005057838025582835
33,poly,1000.0,10.0,2.0,50,"[629, 427, 222, 171]",0.549865415142522,0.2796049950423015,0.41857979129549505,0.3352554679810261
34,poly,1000.0,10.0,3.0,50,"[840, 216, 253, 140]",0.6633308026778936,0.3720271364172515,0.35103079664036646,0.3612180838934656
