,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[887, 169, 231, 162]","[879, 177, 225, 168]","[871, 185, 226, 167]","[881, 175, 206, 187]","[867, 189, 237, 156]","[893, 163, 232, 161]",[8769 1791 2289 1640],[8770 1790 2281 1648],[8791 1769 2293 1636],[8765 1795 2286 1643],[8818 1742 2318 1611]
