,N_Estimators,Max_Depth,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,200,5,"[1014, 42, 308, 85]",0.7494237007384912,0.6070774972634185,0.21542377195215065,0.3179891695579237
1,200,7,"[1014, 42, 309, 84]",0.750155290220167,0.6092055480487959,0.21949605497582084,0.3227049929213046
2,200,10,"[1011, 45, 307, 86]",0.7495203257643729,0.5989076450639476,0.23105115805548487,0.3334455148538661
3,300,5,"[1014, 42, 308, 85]",0.7496721650907585,0.6082707920582,0.21603461440570118,0.3188168937294869
4,300,7,"[1013, 43, 308, 85]",0.7504589688729382,0.6106494679727531,0.22020870450496308,0.32367878333532774
5,300,10,"[1012, 44, 306, 87]",0.7499206294430257,0.6010528769071817,0.2313565792822601,0.33409427938316
6,400,5,"[1014, 42, 308, 85]",0.7498378079922701,0.6089131098975032,0.21664545685925174,0.3195776603059942
7,400,7,"[1014, 42, 307, 86]",0.7505279867485678,0.6112321685196288,0.21995418681598372,0.323487620459111
8,400,10,"[1012, 44, 305, 88]",0.7499068258678998,0.6012189320241996,0.23084754390430134,0.3335908638769062
9,500,5,"[1014, 42, 308, 85]",0.7497687901166402,0.6084729581869533,0.21664545685925174,0.31951764892004336
10,500,7,"[1014, 42, 308, 85]",0.7503347366968044,0.6102041426094055,0.21964876558920846,0.32301341866196054
11,500,10,"[1012, 44, 305, 88]",0.7497825936917663,0.6003760072672137,0.23110206159328076,0.3337252744456468
