,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[1014, 42, 328, 65]",0.7433501276830699,0.5855248943866452,0.18371086790531943,0.2795365968635003
1,0.0001,100,"[1011, 45, 323, 70]",0.7433639312581959,0.588611548545734,0.17785696105879362,0.27301705328141795
2,0.0001,150,"[1011, 45, 323, 70]",0.7433777348333217,0.5879294372663662,0.17928226011707815,0.27463085100520135
3,0.001,50,"[1014, 42, 328, 65]",0.7440403064393679,0.6030623016620336,0.16406210231611099,0.2578090613497416
4,0.001,100,"[1025, 31, 338, 55]",0.7439712885637381,0.6035834794787898,0.16273861033341816,0.256207655744173
5,0.001,150,"[1025, 31, 338, 55]",0.7440403064393678,0.6048435327974263,0.1617714431152965,0.2551498438930593
6,0.01,50,"[1056, 0, 393, 0]",0.7287873559251846,0.1344569288389513,0.002341562738610333,0.004581492559214159
7,0.01,100,"[1056, 0, 393, 0]",0.7287459451998067,0.08333333333333333,0.00010180707559175362,0.0002033553766374576
8,0.01,150,"[1056, 0, 393, 0]",0.7287459451998067,0.08333333333333333,0.00010180707559175362,0.0002033553766374576
