,Max_depth,N_estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,3,50,"[1012, 44, 313, 80]",0.7483884326040444,0.6001697880873567,0.21613642148129295,0.3178112544560143
1,3,75,"[1009, 47, 314, 79]",0.7485402719304299,0.599309412655222,0.21939424790022904,0.3211946883811889
2,3,100,"[1009, 47, 312, 81]",0.7488301470080752,0.5988752150768246,0.22341562738610335,0.32542226946954733
3,3,125,"[1012, 44, 307, 86]",0.7490095934847126,0.5984708125258654,0.22616441842708065,0.3282706172998978
4,3,150,"[1012, 44, 304, 89]",0.7489681827593347,0.5969653176828664,0.22860778824128278,0.3306056679570081
5,4,50,"[1011, 45, 311, 82]",0.7493132721374837,0.6047172748110461,0.21812165945533213,0.32059774435808425
6,4,75,"[1012, 44, 308, 85]",0.7492718614121058,0.602534125303209,0.2215321964876559,0.3239529427976898
7,4,100,"[1013, 43, 305, 88]",0.7491062185105942,0.5996609402578748,0.22499363705777556,0.32721367763352277
8,4,125,"[1012, 44, 304, 89]",0.7493960935882393,0.5998976952368876,0.22774242809875286,0.3301465484312025
9,4,150,"[1010, 46, 301, 92]",0.7491476292359721,0.597116899817854,0.23033850852634258,0.33243321989809216
10,5,50,"[1013, 43, 311, 82]",0.7493270757126096,0.6009856356878553,0.2249936370577755,0.32740793390348977
11,5,75,"[1011, 45, 304, 89]",0.7488991648837049,0.5978919867964079,0.22611351488928483,0.32812722381320225
12,5,100,"[1010, 46, 299, 94]",0.748871557733453,0.5962532025450437,0.2290150165436498,0.3309157935915323
13,5,125,"[1007, 49, 297, 96]",0.7487059148319416,0.5935638426822754,0.2325273606515653,0.3341480193454604
14,5,150,"[1006, 50, 298, 95]",0.7488301470080752,0.5923486540703699,0.2365487401374396,0.33808223725071496
15,6,50,"[1017, 39, 305, 88]",0.7492028435364759,0.599623514348214,0.22611351488928483,0.32839084977980604
16,6,75,"[1015, 41, 304, 89]",0.7485816826558078,0.5951107332545822,0.22789513871214048,0.3295787066345038
17,6,100,"[1011, 45, 301, 92]",0.7483056111532888,0.5914444825817154,0.2322728429625859,0.33355109127728894
18,6,125,"[1006, 50, 299, 94]",0.748181378977155,0.5886009326207189,0.23705777551539833,0.33798866385021836
19,6,150,"[1000, 56, 296, 97]",0.747587825246739,0.58397357181181,0.24051921608551793,0.3407045993148875
20,7,50,"[1014, 42, 303, 90]",0.7477120574228724,0.5913538817578463,0.22540086536014253,0.3263883747363594
21,7,75,"[1013, 43, 299, 94]",0.7480571468010215,0.5908342027016698,0.23059302621532196,0.33171457161155155
22,7,100,"[1010, 46, 299, 94]",0.7477534681482504,0.5868035304545351,0.23588699414609313,0.33650199931845437
23,7,125,"[1004, 52, 295, 98]",0.7468286286148113,0.5803294398671655,0.2397556630185798,0.3393199043465955
24,7,150,"[1003, 53, 295, 98]",0.746621574987922,0.5777075782921766,0.24392975311784165,0.3430164923462502
