,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[866, 190, 233, 160]",0.7059010283663469,0.45630613928576685,0.44143547976584363,0.4487426597862229
1,200,"[868, 188, 233, 160]",0.7060666712678584,0.45657742014937125,0.4412318656146602,0.44876854174954744
2,300,"[867, 189, 233, 160]",0.7060252605424805,0.45651502808203154,0.441333672690252,0.4487909019216879
3,400,"[870, 186, 233, 160]",0.7060804748429843,0.45659709425047146,0.44118096207686436,0.448751622697135
4,500,"[870, 186, 233, 160]",0.7060666712678584,0.4565908923288415,0.4413845762280479,0.4488541180041473
5,800,"[867, 189, 233, 160]",0.7060528676927323,0.4565616273447432,0.441333672690252,0.4488139228524357
6,1000,"[867, 189, 233, 160]",0.7060804748429843,0.4566045173198736,0.4412827691524561,0.44880853394323594
