,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[955, 101, 287, 106]",0.7173303885706399,0.46764689917365176,0.30674471875795367,0.3704658025494642
1,10,"[992, 64, 314, 79]",0.74003726965284,0.5501609482961651,0.2267752608806312,0.3211531249783358
2,12,"[998, 58, 307, 86]",0.7406722341086341,0.5526673488214842,0.22932043777042507,0.3240881887358308
3,14,"[1003, 53, 303, 90]",0.7425081096003865,0.5607734985754058,0.2329854924917282,0.3291652274236429
4,16,"[1002, 54, 305, 88]",0.7436952170612189,0.5657767309923598,0.23614151183507254,0.3331515846879592
5,20,"[1002, 54, 301, 92]",0.7462212713092691,0.5776024363156804,0.2388903028760499,0.33792954573661965
