,Alpha,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,50,"[1014, 42, 320, 73]","[998, 58, 299, 94]","[1001, 55, 326, 67]","[999, 57, 289, 104]","[990, 66, 298, 95]","[1002, 54, 309, 84]",[9983  577 3074  855],[9968  592 3043  886],[9993  567 3073  856],[10014   546  3093   836],[9999  561 3079  850]
1,0.0001,100,"[1014, 42, 323, 70]","[997, 59, 301, 92]","[1000, 56, 320, 73]","[1000, 56, 289, 104]","[993, 63, 303, 90]","[1005, 51, 310, 83]",[9987  573 3075  854],[9969  591 3043  886],[9985  575 3075  854],[10008   552  3084   845],[10004   556  3074   855]
2,0.0001,150,"[1013, 43, 321, 72]","[996, 60, 290, 103]","[997, 59, 318, 75]","[999, 57, 289, 104]","[994, 62, 302, 91]","[1006, 50, 312, 81]",[9980  580 3059  870],[9955  605 3046  883],[9978  582 3085  844],[10003   557  3084   845],[9994  566 3072  857]
3,0.001,50,"[1016, 40, 325, 68]","[1004, 52, 304, 89]","[1005, 51, 326, 67]","[999, 57, 294, 99]","[995, 61, 301, 92]","[1010, 46, 315, 78]",[10035   525  3131   798],[10031   529  3103   826],[10049   511  3134   795],[10037   523  3122   807],[10043   517  3123   806]
4,0.001,100,"[1015, 41, 319, 74]","[1005, 51, 304, 89]","[1004, 52, 323, 70]","[1001, 55, 294, 99]","[1002, 54, 307, 86]","[1010, 46, 314, 79]",[10043   517  3122   807],[10045   515  3109   820],[10046   514  3124   805],[10041   519  3122   807],[10034   526  3108   821]
5,0.001,150,"[1015, 41, 319, 74]","[1004, 52, 304, 89]","[1005, 51, 324, 69]","[1001, 55, 295, 98]","[1005, 51, 309, 84]","[1010, 46, 312, 81]",[10046   514  3125   804],[10052   508  3112   817],[10046   514  3129   800],[10041   519  3118   811],[10041   519  3112   817]
6,0.01,50,"[1049, 7, 377, 16]","[1050, 6, 372, 21]","[1046, 10, 375, 18]","[1049, 7, 375, 18]","[1045, 11, 369, 24]","[1050, 6, 374, 19]",[10475    85  3755   174],[10476    84  3754   175],[10481    79  3762   167],[10489    71  3764   165],[10472    88  3757   172]
7,0.01,100,"[1050, 6, 382, 11]","[1050, 6, 373, 20]","[1049, 7, 380, 13]","[1050, 6, 378, 15]","[1045, 11, 369, 24]","[1051, 5, 375, 18]",[10484    76  3772   157],[10487    73  3772   157],[10484    76  3770   159],[10489    71  3756   173],[10489    71  3767   162]
8,0.01,150,"[1050, 6, 382, 11]","[1050, 6, 373, 20]","[1048, 8, 379, 14]","[1050, 6, 380, 13]","[1047, 9, 370, 23]","[1052, 4, 378, 15]",[10489    71  3779   150],[10491    69  3775   154],[10486    74  3768   161],[10489    71  3759   170],[10485    75  3762   167]
