,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[793, 263, 205, 188]","[824, 232, 184, 209]","[801, 255, 191, 202]","[785, 271, 173, 220]","[748, 308, 182, 211]","[790, 266, 190, 203]",[7879 2681 1918 2011],[7919 2641 1925 2004],[7887 2673 1927 2002],[7859 2701 1906 2023],[7932 2628 1926 2003]
