,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[1005, 51, 305, 88]","[1005, 51, 296, 97]","[998, 58, 314, 79]","[993, 63, 292, 101]","[987, 69, 300, 93]","[1004, 52, 313, 80]",[9981  579 3066  863],[9977  583 3064  865],[9985  575 3070  859],[9969  591 3071  858],[9992  568 3081  848]
1,50,0.75,"[1006, 50, 306, 87]","[1001, 55, 292, 101]","[991, 65, 307, 86]","[990, 66, 285, 108]","[984, 72, 299, 94]","[1001, 55, 304, 89]",[9943  617 3020  909],[9923  637 3028  901],[9941  619 3030  899],[9945  615 3039  890],[9938  622 3050  879]
2,50,1.0,"[1003, 53, 302, 91]","[991, 65, 292, 101]","[987, 69, 305, 88]","[982, 74, 277, 116]","[983, 73, 294, 99]","[994, 62, 307, 86]",[9886  674 2986  943],[9902  658 2992  937],[9895  665 2987  942],[9892  668 2983  946],[9896  664 2991  938]
3,100,0.5,"[1004, 52, 300, 93]","[1004, 52, 293, 100]","[993, 63, 307, 86]","[986, 70, 285, 108]","[986, 70, 297, 96]","[1000, 56, 311, 82]",[9935  625 3019  910],[9931  629 3021  908],[9944  616 3033  896],[9933  627 3025  904],[9952  608 3039  890]
4,100,0.75,"[1008, 48, 300, 93]","[993, 63, 287, 106]","[984, 72, 303, 90]","[986, 70, 283, 110]","[984, 72, 292, 101]","[1001, 55, 304, 89]",[9906  654 2992  937],[9891  669 2981  948],[9896  664 2997  932],[9913  647 2999  930],[9911  649 2994  935]
5,100,1.0,"[1002, 54, 295, 98]","[988, 68, 288, 105]","[987, 69, 306, 87]","[974, 82, 281, 112]","[983, 73, 293, 100]","[995, 61, 301, 92]",[9854  706 2960  969],[9867  693 2969  960],[9867  693 2951  978],[9868  692 2951  978],[9860  700 2961  968]
6,150,0.5,"[1004, 52, 298, 95]","[998, 58, 289, 104]","[990, 66, 305, 88]","[984, 72, 284, 109]","[987, 69, 294, 99]","[994, 62, 307, 86]",[9911  649 2997  932],[9906  654 2996  933],[9905  655 3008  921],[9910  650 2997  932],[9920  640 3015  914]
7,150,0.75,"[1005, 51, 298, 95]","[992, 64, 291, 102]","[987, 69, 301, 92]","[981, 75, 280, 113]","[983, 73, 289, 104]","[997, 59, 301, 92]",[9886  674 2966  963],[9869  691 2974  955],[9877  683 2968  961],[9878  682 2972  957],[9882  678 2983  946]
8,150,1.0,"[1002, 54, 293, 100]","[986, 70, 291, 102]","[987, 69, 298, 95]","[977, 79, 279, 114]","[982, 74, 288, 105]","[989, 67, 300, 93]",[9843  717 2940  989],[9863  697 2941  988],[9861  699 2944  985],[9853  707 2938  991],[9839  721 2939  990]
