,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[828, 228, 219, 174]",0.6917661674373663,0.43841763943507034,0.4862305930262153,0.46106557211542915
1,200,"[829, 227, 219, 174]",0.691862792463248,0.43856153303865303,0.4862814965640112,0.4611706400218492
2,300,"[829, 227, 219, 174]",0.691835185312996,0.43850433770461716,0.4861287859506236,0.4610708705081515
3,400,"[830, 226, 219, 174]",0.6919042031886258,0.4385648705664954,0.48577246118605244,0.4609433592572615
4,500,"[829, 227, 219, 174]",0.6919042031886258,0.43859333412443685,0.4860269788750318,0.4610747104991086
5,800,"[830, 226, 219, 174]",0.6917937745876183,0.43839882081140413,0.4857215576482566,0.46082895874158486
6,1000,"[830, 226, 219, 174]",0.691835185312996,0.4384635384558925,0.48577246118605244,0.46088782011948987
