,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[985, 71, 282, 111]","[977, 79, 296, 97]","[965, 91, 278, 115]","[963, 93, 276, 117]","[960, 96, 280, 113]","[984, 72, 286, 107]",[9680  880 2813 1116],[9623  937 2842 1087],[9678  882 2866 1063],[9682  878 2823 1106],[9663  897 2808 1121]
1,12,100,"[985, 71, 278, 115]","[971, 85, 293, 100]","[967, 89, 279, 114]","[965, 91, 276, 117]","[961, 95, 280, 113]","[984, 72, 283, 110]",[9683  877 2805 1124],[9628  932 2848 1081],[9671  889 2861 1068],[9687  873 2833 1096],[9659  901 2809 1120]
2,12,150,"[986, 70, 280, 113]","[972, 84, 295, 98]","[966, 90, 278, 115]","[966, 90, 277, 116]","[961, 95, 281, 112]","[985, 71, 282, 111]",[9693  867 2806 1123],[9630  930 2854 1075],[9671  889 2864 1065],[9691  869 2833 1096],[9651  909 2812 1117]
3,14,50,"[988, 68, 281, 112]","[978, 78, 295, 98]","[971, 85, 279, 114]","[968, 88, 277, 116]","[961, 95, 283, 110]","[987, 69, 285, 108]",[9705  855 2823 1106],[9660  900 2856 1073],[9713  847 2876 1053],[9714  846 2831 1098],[9715  845 2835 1094]
4,14,100,"[987, 69, 282, 111]","[977, 79, 292, 101]","[973, 83, 280, 113]","[967, 89, 281, 112]","[964, 92, 284, 109]","[988, 68, 284, 109]",[9713  847 2826 1103],[9668  892 2853 1076],[9704  856 2880 1049],[9715  845 2842 1087],[9701  859 2824 1105]
5,14,150,"[986, 70, 283, 110]","[979, 77, 293, 100]","[971, 85, 282, 111]","[966, 90, 279, 114]","[964, 92, 284, 109]","[989, 67, 284, 109]",[9716  844 2830 1099],[9666  894 2856 1073],[9698  862 2885 1044],[9716  844 2834 1095],[9718  842 2829 1100]
6,16,50,"[986, 70, 283, 110]","[988, 68, 294, 99]","[974, 82, 280, 113]","[968, 88, 278, 115]","[967, 89, 287, 106]","[991, 65, 287, 106]",[9742  818 2848 1081],[9704  856 2863 1066],[9735  825 2885 1044],[9746  814 2852 1077],[9748  812 2845 1084]
7,16,100,"[989, 67, 285, 108]","[982, 74, 291, 102]","[975, 81, 282, 111]","[965, 91, 278, 115]","[966, 90, 287, 106]","[989, 67, 286, 107]",[9738  822 2842 1087],[9706  854 2869 1060],[9735  825 2878 1051],[9743  817 2851 1078],[9747  813 2848 1081]
8,16,150,"[989, 67, 285, 108]","[984, 72, 293, 100]","[972, 84, 281, 112]","[965, 91, 281, 112]","[965, 91, 288, 105]","[991, 65, 286, 107]",[9740  820 2851 1078],[9708  852 2869 1060],[9733  827 2885 1044],[9747  813 2848 1081],[9764  796 2853 1076]
