,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[1013, 43, 313, 80]",0.740051073227966,0.5515231156748193,0.22926953423262914,0.32269246575445787
1,0.0005,"[1011, 45, 313, 80]",0.7454896818275933,0.5863648560431247,0.20982438279460425,0.3087597790657007
2,0.0008,"[1014, 42, 308, 85]",0.7461936641590172,0.588309978228504,0.2153219648765589,0.3146000489795863
3,0.001,"[1011, 45, 308, 85]",0.7471047001173304,0.5934582325632783,0.2151692542631713,0.3154682990956212
4,0.002,"[1016, 40, 319, 74]",0.7479053074746359,0.6059919720608976,0.20137439552048866,0.3021967794274711
5,0.003,"[1013, 43, 317, 76]",0.7477534681482505,0.6116989864380598,0.1911936879613133,0.29122121543622975
6,0.004,"[1016, 40, 319, 74]",0.7476292359721168,0.6200726496670386,0.17923135657928224,0.2780362084677316
7,0.005,"[1020, 36, 323, 70]",0.7469528607909448,0.6298089154658497,0.16228047849325528,0.25802784348426344
8,0.01,"[1051, 5, 385, 8]",0.7360480364414382,0.6424244497134406,0.060524306439297536,0.11039080537081684
