,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[1021, 35, 325, 68]",0.7488577541583269,0.5975788977640331,0.22652074319165183,0.32845218171634116
1,0.0001,100,"[1019, 37, 316, 77]",0.749506522189247,0.600617775758737,0.2276406210231611,0.3301155829387696
2,0.0001,150,"[1017, 39, 314, 79]",0.7492304506867278,0.5999454346178189,0.2259099007381013,0.32819827711870275
3,0.001,50,"[1019, 37, 322, 71]",0.749161432811098,0.6088424814109861,0.20972257571901248,0.31197746178227737
4,0.001,100,"[1016, 40, 318, 75]",0.7492718614121058,0.6092475982446117,0.21023161109697122,0.31259160908937444
5,0.001,150,"[1016, 40, 318, 75]",0.7499206294430257,0.6133919720162261,0.21038432171035887,0.31330254631283694
6,0.01,50,"[1049, 7, 379, 14]",0.735164607633377,0.6938735664353295,0.041995418681598375,0.0791687956375958
7,0.01,100,"[1049, 7, 380, 13]",0.7349851611567395,0.6967376449054284,0.040213794858742685,0.0760354425630657
8,0.01,150,"[1050, 6, 381, 12]",0.7348747325557319,0.6946635201499436,0.03975566301857979,0.07520230491339583
