,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[1006, 50, 308, 85]","[1003, 53, 291, 102]","[996, 60, 316, 77]","[992, 64, 292, 101]","[974, 82, 293, 100]","[1001, 55, 303, 90]",[9939  621 3038  891],[9958  602 3030  899],[9950  610 3050  879],[9964  596 3054  875],[9941  619 3052  877]
1,50,0.75,"[1001, 55, 307, 86]","[998, 58, 290, 103]","[994, 62, 306, 87]","[995, 61, 290, 103]","[973, 83, 293, 100]","[1002, 54, 302, 91]",[9928  632 3021  908],[9954  606 3041  888],[9929  631 3035  894],[9945  615 3034  895],[9927  633 3038  891]
2,50,1.0,"[1000, 56, 300, 93]","[986, 70, 292, 101]","[996, 60, 316, 77]","[985, 71, 283, 110]","[979, 77, 301, 92]","[1001, 55, 307, 86]",[9923  637 3030  899],[9928  632 3030  899],[9928  632 3017  912],[9959  601 3032  897],[9924  636 3031  898]
3,100,0.5,"[1006, 50, 308, 85]","[1001, 55, 292, 101]","[996, 60, 315, 78]","[986, 70, 289, 104]","[974, 82, 293, 100]","[1001, 55, 303, 90]",[9933  627 3041  888],[9959  601 3040  889],[9933  627 3018  911],[9967  593 3049  880],[9934  626 3045  884]
4,100,0.75,"[1007, 49, 308, 85]","[998, 58, 290, 103]","[996, 60, 316, 77]","[984, 72, 286, 107]","[981, 75, 296, 97]","[1001, 55, 304, 89]",[9929  631 3035  894],[9941  619 3046  883],[9934  626 3035  894],[9943  617 3029  900],[9929  631 3048  881]
5,100,1.0,"[1005, 51, 306, 87]","[999, 57, 290, 103]","[996, 60, 316, 77]","[976, 80, 280, 113]","[981, 75, 296, 97]","[1002, 54, 307, 86]",[9927  633 3034  895],[9930  630 3037  892],[9949  611 3042  887],[9961  599 3034  895],[9926  634 3037  892]
6,150,0.5,"[1006, 50, 307, 86]","[998, 58, 291, 102]","[996, 60, 316, 77]","[985, 71, 287, 106]","[974, 82, 293, 100]","[1001, 55, 303, 90]",[9931  629 3039  890],[9957  603 3040  889],[9927  633 3025  904],[9968  592 3039  890],[9936  624 3046  883]
7,150,0.75,"[1006, 50, 306, 87]","[997, 59, 290, 103]","[996, 60, 316, 77]","[984, 72, 287, 106]","[981, 75, 296, 97]","[1001, 55, 304, 89]",[9930  630 3036  893],[9951  609 3050  879],[9920  640 3031  898],[9950  610 3034  895],[9933  627 3051  878]
8,150,1.0,"[1007, 49, 307, 86]","[997, 59, 291, 102]","[996, 60, 316, 77]","[975, 81, 279, 114]","[981, 75, 296, 97]","[1005, 51, 308, 85]",[9935  625 3041  888],[9935  625 3041  888],[9946  614 3047  882],[9970  590 3036  893],[9933  627 3046  883]
