,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,25,0.1,"[1033, 23, 331, 62]",0.7441231278901235,0.6162666670844021,0.1494527869686943,0.24052916597407145
1,25,0.2,"[1020, 36, 322, 71]",0.7467458071640556,0.6062295996768681,0.18859760753372357,0.28768007165955783
2,25,0.3,"[1019, 37, 321, 72]",0.7476016288218649,0.6072566860214579,0.1960295240519216,0.2963631610478007
3,25,0.4,"[1016, 40, 319, 74]",0.747532610946235,0.6043817332272331,0.19969457877322475,0.3001879865011029
4,25,0.5,"[1016, 40, 317, 76]",0.7477258609979984,0.6037076468406888,0.2027996945787732,0.3035945596010947
5,50,0.1,"[1020, 36, 322, 71]",0.7468010214645593,0.6069387141449969,0.1881394756935607,0.2872286905442795
6,50,0.2,"[1016, 40, 319, 74]",0.7474083787701015,0.6037743232001886,0.1993382540086536,0.2997100061875134
7,50,0.3,"[1012, 44, 316, 77]",0.7479053074746359,0.6036115306113538,0.2048867396284042,0.30591637034077074
8,50,0.4,"[1012, 44, 317, 76]",0.7481261646766513,0.6036084224757228,0.20722830236701445,0.3085211018192928
9,50,0.5,"[1012, 44, 317, 76]",0.748195182552281,0.6030728975222462,0.20890811911427845,0.310309803374195
10,75,0.1,"[1019, 37, 321, 72]",0.7475740216716129,0.607246423079661,0.19577500636294223,0.29607066096028933
11,75,0.2,"[1012, 44, 316, 77]",0.74789150389951,0.6035549511426049,0.20483583609060832,0.30585287031739944
12,75,0.3,"[1012, 44, 317, 76]",0.7482918075781628,0.6041130320229625,0.20819546958513616,0.30965694966856416
13,75,0.4,"[1011, 45, 317, 76]",0.7482365932776589,0.6025549329216168,0.21023161109697125,0.31169941122392075
14,75,0.5,"[1010, 46, 317, 76]",0.748195182552281,0.6016039988267171,0.2114532960040723,0.3129106339834638
