,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[828, 228, 219, 174]","[836, 220, 191, 202]","[821, 235, 200, 193]","[806, 250, 184, 209]","[763, 293, 194, 199]","[804, 252, 199, 194]",[8083 2477 2010 1919],[8075 2485 2009 1920],[8095 2465 2009 1920],[8126 2434 2018 1911],[8189 2371 2049 1880]
