,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[792, 264, 200, 193]","[804, 252, 178, 215]","[793, 263, 187, 206]","[779, 277, 170, 223]","[745, 311, 183, 210]","[785, 271, 185, 208]",[7799 2761 1876 2053],[7792 2768 1876 2053],[7798 2762 1874 2055],[7794 2766 1882 2047],[7791 2769 1871 2058]
