,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[1017, 39, 322, 71]",0.7478362895990062,0.602872720492295,0.20544667854415882,0.3064418981942779
1,0.0001,100,"[1015, 41, 321, 72]",0.7480019325005176,0.6058494716646247,0.2023924662764062,0.30341034538636336
2,0.0001,150,"[1015, 41, 319, 74]",0.7478086824487542,0.6041621589960314,0.2030542122677526,0.3039334037478993
3,0.001,50,"[1018, 38, 327, 66]",0.7474773966457312,0.6097026379623088,0.19114278442351743,0.29103615663360854
4,0.001,100,"[1018, 38, 326, 67]",0.7479467182000138,0.611628797048277,0.19317892593535252,0.2936111598225107
5,0.001,150,"[1017, 39, 326, 67]",0.7480571468010214,0.6126730693494582,0.19282260117078137,0.2933225492855083
6,0.01,50,"[1044, 12, 369, 24]",0.735509697011526,0.6880080813591454,0.04515143802494274,0.08471745604825484
7,0.01,100,"[1045, 11, 370, 23]",0.7351784112085029,0.6901116084646277,0.042555357597353016,0.08015693745053114
8,0.01,150,"[1044, 12, 369, 24]",0.7351093933328732,0.6870746548033206,0.042555357597353016,0.08013942931958523
