,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[998, 58, 302, 91]",0.7427151632272759,0.5879255631422602,0.1742937134130822,0.26821187169083927
1,0.0005,"[1025, 31, 338, 55]",0.7427427703775277,0.5773582195265754,0.1923644693306185,0.2881406492870653
2,0.0008,"[1014, 42, 328, 65]",0.7434053419835738,0.5877513764730045,0.18030033087299566,0.2757471036678555
3,0.001,"[1014, 42, 328, 65]",0.7435433777348333,0.5946238614498699,0.17032323746500383,0.2647347061374161
4,0.002,"[1026, 30, 340, 53]",0.7437504313617226,0.6103379445647266,0.15204886739628404,0.24332901550577585
5,0.003,"[1026, 30, 340, 53]",0.7434743598592035,0.6127209100484542,0.14675489946551284,0.2366781843973281
6,0.004,"[1026, 30, 340, 53]",0.7434881634343294,0.615169047969461,0.14426062611351487,0.2336022879323814
7,0.005,"[1026, 30, 340, 53]",0.7434605562840775,0.614883421232172,0.14426062611351487,0.23358404149138776
8,0.01,"[1056, 0, 393, 0]",0.7287459451998067,0.08333333333333333,0.00010180707559175362,0.0002033553766374576
