,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[933, 123, 275, 118]",0.7255849264959624,0.4908050559127942,0.318605243064393,0.3863807786906106
1,10,"[990, 66, 314, 79]",0.7429222168541653,0.5640211795061854,0.22886230593026213,0.32558927026798884
2,12,"[994, 62, 308, 85]",0.7443715922423909,0.5711445601626461,0.22998218376177143,0.32791657562119736
3,14,"[1000, 56, 303, 90]",0.7454206639519636,0.5764451452156567,0.23074573682870964,0.32956086302690196
4,16,"[999, 57, 305, 88]",0.746276485609773,0.5812926324434432,0.23013489437515905,0.3297212811257638
5,20,"[1010, 46, 303, 90]",0.7468838429153151,0.5848106163858663,0.22957495545940443,0.32971114439334925
