,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[1013, 43, 311, 82]","[1010, 46, 305, 88]","[994, 62, 310, 83]","[991, 65, 285, 108]","[991, 65, 303, 90]","[1007, 49, 313, 80]",[9979  581 3067  862],[9998  562 3066  863],[9964  596 3059  870],[9968  592 3054  875],[9959  601 3048  881]
1,50,0.75,"[1008, 48, 307, 86]","[1000, 56, 290, 103]","[992, 64, 308, 85]","[992, 64, 283, 110]","[986, 70, 298, 95]","[1006, 50, 307, 86]",[9952  608 3029  900],[9964  596 3035  894],[9938  622 3029  900],[9956  604 3026  903],[9928  632 3019  910]
2,50,1.0,"[1005, 51, 300, 93]","[988, 68, 286, 107]","[992, 64, 306, 87]","[991, 65, 284, 109]","[988, 68, 294, 99]","[1000, 56, 309, 84]",[9930  630 3005  924],[9943  617 3032  897],[9927  633 3042  887],[9940  620 3027  902],[9933  627 3018  911]
3,100,0.5,"[1008, 48, 305, 88]","[1002, 54, 304, 89]","[994, 62, 307, 86]","[993, 63, 288, 105]","[989, 67, 296, 97]","[1005, 51, 309, 84]",[9962  598 3042  887],[9985  575 3035  894],[9932  628 3045  884],[9972  588 3037  892],[9952  608 3028  901]
4,100,0.75,"[1005, 51, 303, 90]","[1001, 55, 291, 102]","[989, 67, 304, 89]","[994, 62, 288, 105]","[990, 66, 298, 95]","[1003, 53, 307, 86]",[9952  608 3017  912],[9958  602 3029  900],[9925  635 3029  900],[9957  603 3032  897],[9918  642 3021  908]
5,100,1.0,"[1005, 51, 303, 90]","[991, 65, 297, 96]","[994, 62, 303, 90]","[992, 64, 289, 104]","[991, 65, 293, 100]","[1000, 56, 307, 86]",[9929  631 3007  922],[9946  614 3016  913],[9908  652 3016  913],[9937  623 3030  899],[9916  644 2995  934]
6,150,0.5,"[1007, 49, 302, 91]","[1000, 56, 304, 89]","[991, 65, 305, 88]","[992, 64, 288, 105]","[990, 66, 298, 95]","[1005, 51, 310, 83]",[9950  610 3037  892],[9969  591 3029  900],[9906  654 3034  895],[9960  600 3034  895],[9943  617 3030  899]
7,150,0.75,"[1005, 51, 301, 92]","[998, 58, 298, 95]","[986, 70, 303, 90]","[993, 63, 288, 105]","[992, 64, 296, 97]","[1003, 53, 302, 91]",[9937  623 3009  920],[9942  618 3019  910],[9910  650 3020  909],[9936  624 3026  903],[9914  646 3011  918]
8,150,1.0,"[1005, 51, 300, 93]","[991, 65, 290, 103]","[988, 68, 304, 89]","[990, 66, 288, 105]","[987, 69, 292, 101]","[999, 57, 304, 89]",[9919  641 2989  940],[9941  619 3014  915],[9894  666 3012  917],[9916  644 3016  913],[9906  654 3005  924]
