,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,25,0.1,"[1024, 32, 336, 57]",0.7435571813099593,0.6142494072223426,0.1459913463985747,0.23590747157694986
1,25,0.2,"[1019, 37, 324, 69]",0.7449099316723032,0.5960173621424067,0.18406719266989052,0.28125058428132615
2,25,0.3,"[1018, 38, 320, 73]",0.7456553247291048,0.5974710933789986,0.19032832781878342,0.28866030978039925
3,25,0.4,"[1017, 39, 319, 74]",0.7459728069570019,0.5981977234060928,0.1927207940951896,0.29149506033133943
4,25,0.5,"[1017, 39, 319, 74]",0.7461522534336392,0.5995723821699602,0.192568083481802,0.29146128528470383
5,50,0.1,"[1019, 37, 324, 69]",0.7449237352474292,0.5967027537651172,0.1831000254517689,0.280199306443821
6,50,0.2,"[1017, 39, 319, 74]",0.7460142176823797,0.5984241274897282,0.19282260117078137,0.2916393639486808
7,50,0.3,"[1016, 40, 318, 75]",0.7461660570087651,0.5990915110510079,0.19348434716212776,0.29245737826645607
8,50,0.4,"[1017, 39, 321, 72]",0.7464697356615363,0.6005981910582967,0.19440061084245358,0.2936760888449681
9,50,0.5,"[1016, 40, 319, 74]",0.7467043964386776,0.6023230266330162,0.19424790022906593,0.2936785256518317
10,75,0.1,"[1017, 39, 319, 74]",0.7456967354544827,0.5977210618577365,0.19037923135657928,0.28874890739499404
11,75,0.2,"[1016, 40, 318, 75]",0.7461660570087654,0.5990898639890344,0.19348434716212778,0.29245650185474736
12,75,0.3,"[1017, 39, 320, 73]",0.7466767892884257,0.6022476950668968,0.1940951896156783,0.29351119313666424
13,75,0.4,"[1015, 41, 319, 74]",0.7471323072675823,0.6049612204864322,0.19475693560702473,0.29454538609907416
14,75,0.5,"[1014, 42, 319, 74]",0.7473807716198496,0.6061413101159012,0.19546958513616697,0.29553715284447585
