,Neighbors,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,5,"[946, 110, 276, 117]","[909, 147, 275, 118]","[917, 139, 261, 132]","[898, 158, 260, 133]","[923, 133, 281, 112]","[925, 131, 263, 130]",[9191 1369 2696 1233],[9198 1362 2686 1243],[9187 1373 2724 1205],[9177 1383 2695 1234],[9150 1410 2689 1240]
1,10,"[996, 60, 297, 96]","[980, 76, 302, 91]","[979, 77, 289, 104]","[988, 68, 301, 92]","[978, 78, 301, 92]","[998, 58, 298, 95]",[9835  725 2978  951],[9805  755 2998  931],[9841  719 3010  919],[9827  733 3006  923],[9809  751 3014  915]
2,12,"[1003, 53, 298, 95]","[987, 69, 306, 87]","[987, 69, 289, 104]","[990, 66, 292, 101]","[976, 80, 299, 94]","[992, 64, 301, 92]",[9856  704 2982  947],[9811  749 2997  932],[9862  698 3033  896],[9873  687 3029  900],[9837  723 3006  923]
3,14,"[999, 57, 300, 93]","[990, 66, 301, 92]","[983, 73, 295, 98]","[982, 74, 291, 102]","[972, 84, 294, 99]","[1000, 56, 294, 99]",[9848  712 2969  960],[9838  722 2994  935],[9856  704 3018  911],[9865  695 2996  933],[9843  717 2996  933]
4,16,"[999, 57, 295, 98]","[991, 65, 304, 89]","[986, 70, 296, 97]","[985, 71, 296, 97]","[983, 73, 301, 92]","[1005, 51, 295, 98]",[9887  673 2990  939],[9832  728 2994  935],[9882  678 2988  941],[9867  693 2984  945],[9837  723 2979  950]
5,20,"[998, 58, 297, 96]","[991, 65, 299, 94]","[988, 68, 294, 99]","[975, 81, 290, 103]","[988, 68, 301, 92]","[1001, 55, 299, 94]",[9877  683 2988  941],[9869  691 3007  922],[9882  678 2997  932],[9899  661 2987  942],[9856  704 2981  948]
