,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[977, 79, 288, 105]","[965, 91, 281, 112]","[963, 93, 284, 109]","[977, 79, 282, 111]","[976, 80, 274, 119]","[979, 77, 287, 106]",[9706  854 2840 1089],[9718  842 2825 1104],[9702  858 2860 1069],[9731  829 2856 1073],[9690  870 2848 1081]
1,12,100,"[976, 80, 290, 103]","[968, 88, 282, 111]","[964, 92, 283, 110]","[980, 76, 278, 115]","[981, 75, 273, 120]","[978, 78, 291, 102]",[9709  851 2847 1082],[9708  852 2838 1091],[9697  863 2859 1070],[9720  840 2858 1071],[9692  868 2857 1072]
2,12,150,"[977, 79, 286, 107]","[969, 87, 283, 110]","[963, 93, 284, 109]","[981, 75, 277, 116]","[979, 77, 273, 120]","[977, 79, 291, 102]",[9710  850 2836 1093],[9706  854 2831 1098],[9701  859 2852 1077],[9720  840 2861 1068],[9688  872 2842 1087]
3,14,50,"[977, 79, 291, 102]","[969, 87, 287, 106]","[966, 90, 282, 111]","[981, 75, 284, 109]","[981, 75, 275, 118]","[981, 75, 292, 101]",[9741  819 2873 1056],[9759  801 2847 1082],[9742  818 2881 1048],[9767  793 2876 1053],[9732  828 2873 1056]
4,14,100,"[984, 72, 292, 101]","[974, 82, 283, 110]","[970, 86, 284, 109]","[980, 76, 281, 112]","[982, 74, 276, 117]","[984, 72, 292, 101]",[9758  802 2867 1062],[9744  816 2855 1074],[9729  831 2885 1044],[9764  796 2888 1041],[9739  821 2880 1049]
5,14,150,"[985, 71, 294, 99]","[973, 83, 283, 110]","[970, 86, 283, 110]","[979, 77, 278, 115]","[981, 75, 279, 114]","[983, 73, 291, 102]",[9756  804 2866 1063],[9746  814 2856 1073],[9743  817 2884 1045],[9757  803 2874 1055],[9739  821 2864 1065]
6,16,50,"[985, 71, 292, 101]","[973, 83, 289, 104]","[972, 84, 281, 112]","[982, 74, 283, 110]","[980, 76, 275, 118]","[985, 71, 294, 99]",[9769  791 2884 1045],[9778  782 2867 1062],[9769  791 2906 1023],[9787  773 2886 1043],[9761  799 2891 1038]
7,16,100,"[988, 68, 293, 100]","[974, 82, 290, 103]","[976, 80, 282, 111]","[984, 72, 278, 115]","[982, 74, 275, 118]","[985, 71, 293, 100]",[9787  773 2879 1050],[9774  786 2885 1044],[9770  790 2898 1031],[9777  783 2904 1025],[9774  786 2904 1025]
8,16,150,"[989, 67, 293, 100]","[972, 84, 291, 102]","[975, 81, 282, 111]","[984, 72, 281, 112]","[981, 75, 279, 114]","[986, 70, 292, 101]",[9783  777 2890 1039],[9775  785 2887 1042],[9769  791 2896 1033],[9784  776 2895 1034],[9778  782 2902 1027]
