,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,linear,0.1,,,50,"[1013, 43, 309, 84]",0.7495755400648768,0.6043682014474453,0.2215321964876559,0.32421589747647817
1,rbf,0.1,1.0,,50,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
2,poly,0.1,1.0,2.0,50,"[584, 472, 218, 175]",0.5228518186210229,0.2686094122088636,0.4409773479256809,0.33383858199027955
3,poly,0.1,1.0,3.0,50,"[771, 285, 252, 141]",0.6099523776658154,0.3244522906640473,0.4049885467039959,0.3602609782409959
4,rbf,0.1,10.0,,50,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
5,poly,0.1,10.0,2.0,50,"[523, 533, 205, 188]",0.49607288287666507,0.2620436426389052,0.4726393484347162,0.33715614638752767
6,poly,0.1,10.0,3.0,50,"[749, 307, 247, 146]",0.6082683415004486,0.3237435005864909,0.40809366250954443,0.361024802449195
7,linear,1.0,,,50,"[1014, 42, 308, 85]",0.7496169507902547,0.6042451604534349,0.22219394247900232,0.32490776112275677
8,rbf,1.0,1.0,,50,"[1053, 3, 391, 2]",0.7285941058734212,0.4876521446527877,0.016136421481292948,0.03122849354583619
9,poly,1.0,1.0,2.0,50,"[564, 492, 214, 179]",0.49702532956035606,0.2618810225434157,0.4700941715449224,0.33637020732651146
10,poly,1.0,1.0,3.0,50,"[756, 300, 242, 151]",0.6092069846090137,0.32406550501483566,0.40605752099770936,0.3604268904779712
11,rbf,1.0,10.0,,50,"[1053, 3, 392, 1]",0.728014355718131,0.43635749358842046,0.010333418172562992,0.02018250633236306
12,poly,1.0,10.0,2.0,50,"[533, 523, 202, 191]",0.4955897577472565,0.2617980696606406,0.47258844489692037,0.33692646998352915
13,poly,1.0,10.0,3.0,50,"[766, 290, 241, 152]",0.6085582165780937,0.32406196800920667,0.4081445660473403,0.3612465992993124
14,linear,10.0,,,50,"[1015, 41, 307, 86]",0.7497549865415143,0.6050310880764495,0.22229574955459402,0.3251292662451392
15,rbf,10.0,1.0,,50,"[1045, 11, 386, 7]",0.7249637656152943,0.41800716107923847,0.03695596843980657,0.06785876521236918
16,poly,10.0,1.0,2.0,50,"[533, 523, 205, 188]",0.4965560080060736,0.26091563752565194,0.4673962840417409,0.3348851408034957
17,poly,10.0,1.0,3.0,50,"[760, 296, 230, 163]",0.6107253778728691,0.3260743967460631,0.4079409518961568,0.3624151603943204
18,rbf,10.0,10.0,,50,"[1053, 3, 392, 1]",0.728014355718131,0.43635749358842046,0.010333418172562992,0.02018250633236306
19,poly,10.0,10.0,2.0,50,"[501, 555, 198, 195]",0.49713575816136385,0.26302423750592907,0.4741664545685925,0.3383558685837086
20,poly,10.0,10.0,3.0,50,"[763, 293, 242, 151]",0.6096625025881703,0.32501571120919526,0.40783914482056505,0.3617195061752029
21,linear,100.0,,,50,"[1016, 40, 315, 78]",0.7482642004279108,0.6000867711318407,0.21486383303639603,0.3164114011430678
22,rbf,100.0,1.0,,50,"[1045, 11, 386, 7]",0.7249637656152943,0.41800716107923847,0.03695596843980657,0.06785876521236918
23,poly,100.0,1.0,2.0,50,"[561, 495, 214, 179]",0.4950790254675961,0.26077962769767166,0.4698905573937388,0.3354091553604138
24,poly,100.0,1.0,3.0,50,"[749, 307, 245, 148]",0.6077714127959142,0.32258591509010726,0.40570119623313816,0.3593838175849545
25,rbf,100.0,10.0,,50,"[1053, 3, 392, 1]",0.728014355718131,0.43635749358842046,0.010333418172562992,0.02018250633236306
26,poly,100.0,10.0,2.0,50,"[547, 509, 204, 189]",0.4973290082131271,0.26179540729290746,0.4691779078645967,0.3360621832414646
27,poly,100.0,10.0,3.0,50,"[768, 288, 248, 145]",0.6067499482365933,0.3223790661226576,0.4081445660473403,0.3601638287958842
28,linear,1000.0,,,50,"[1034, 22, 346, 47]",0.7435295741597073,0.5860580947397775,0.1850343598880122,0.28085146446217724
29,rbf,1000.0,1.0,,50,"[1045, 11, 386, 7]",0.7249637656152943,0.41800716107923847,0.03695596843980657,0.06785876521236918
30,poly,1000.0,1.0,2.0,50,"[542, 514, 204, 189]",0.4983918834978259,0.26303794247028184,0.4716721812165946,0.3377299029214373
31,poly,1000.0,1.0,3.0,50,"[772, 284, 245, 148]",0.6098143419145557,0.32459386907927035,0.40590481038432175,0.3606930172157451
32,rbf,1000.0,10.0,,50,"[1053, 3, 392, 1]",0.728014355718131,0.43635749358842046,0.010333418172562992,0.02018250633236306
33,poly,1000.0,10.0,2.0,50,"[544, 512, 205, 188]",0.4965698115811995,0.2620890776647701,0.4718248918299822,0.3369798545461417
34,poly,1000.0,10.0,3.0,50,"[773, 283, 247, 146]",0.5900614259093105,0.313431151297224,0.4287095953168746,0.36194583715813244
