,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,100,"[866, 190, 233, 160]","[855, 201, 209, 184]","[865, 191, 217, 176]","[847, 209, 196, 197]","[826, 230, 228, 165]","[871, 185, 222, 171]",[8504 2056 2201 1728],[8470 2090 2200 1729],[8508 2052 2183 1746],[8472 2088 2179 1750],[8513 2047 2210 1719]
1,200,"[868, 188, 233, 160]","[855, 201, 209, 184]","[866, 190, 217, 176]","[847, 209, 196, 197]","[826, 230, 228, 165]","[873, 183, 222, 171]",[8509 2051 2201 1728],[8475 2085 2200 1729],[8515 2045 2186 1743],[8472 2088 2180 1749],[8512 2048 2210 1719]
2,300,"[867, 189, 233, 160]","[855, 201, 209, 184]","[865, 191, 217, 176]","[847, 209, 196, 197]","[826, 230, 228, 165]","[873, 183, 222, 171]",[8506 2054 2198 1731],[8472 2088 2200 1729],[8514 2046 2186 1743],[8472 2088 2180 1749],[8514 2046 2211 1718]
3,400,"[870, 186, 233, 160]","[855, 201, 209, 184]","[865, 191, 217, 176]","[847, 209, 196, 197]","[826, 230, 228, 165]","[873, 183, 222, 171]",[8510 2050 2201 1728],[8471 2089 2200 1729],[8514 2046 2186 1743],[8476 2084 2180 1749],[8514 2046 2211 1718]
4,500,"[870, 186, 233, 160]","[855, 201, 209, 184]","[865, 191, 217, 176]","[847, 209, 196, 197]","[826, 230, 228, 165]","[873, 183, 222, 171]",[8509 2051 2198 1731],[8471 2089 2200 1729],[8511 2049 2185 1744],[8475 2085 2180 1749],[8514 2046 2211 1718]
5,800,"[867, 189, 233, 160]","[855, 201, 209, 184]","[865, 191, 217, 176]","[847, 209, 196, 197]","[826, 230, 228, 165]","[873, 183, 222, 171]",[8506 2054 2198 1731],[8472 2088 2200 1729],[8512 2048 2186 1743],[8476 2084 2180 1749],[8514 2046 2211 1718]
6,1000,"[867, 189, 233, 160]","[855, 201, 209, 184]","[865, 191, 217, 176]","[847, 209, 196, 197]","[826, 230, 228, 165]","[873, 183, 222, 171]",[8506 2054 2198 1731],[8474 2086 2202 1727],[8513 2047 2185 1744],[8476 2084 2180 1749],[8514 2046 2211 1718]
