,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[1014, 42, 322, 71]",0.746262682034647,0.5916682471722554,0.20768643420717742,0.3073534570129123
1,0.0001,100,"[1015, 41, 322, 71]",0.7460004141072538,0.589468566011339,0.20865360142529904,0.3081664753832191
2,0.0001,150,"[1014, 42, 322, 71]",0.7463178963351509,0.5921514112012496,0.20738101298040218,0.30710858412062303
3,0.001,50,"[1020, 36, 326, 67]",0.7466353785630477,0.6029588148643572,0.1923644693306185,0.29165120106359244
4,0.001,100,"[1020, 36, 326, 67]",0.7468286286148114,0.6034993042144223,0.19368796131331129,0.29321420874917203
5,0.001,150,"[1020, 36, 326, 67]",0.7470080750914487,0.605627622890836,0.1923644693306185,0.2919490202840428
6,0.01,50,"[1048, 8, 379, 14]",0.7355787148871558,0.6816450318055519,0.04672944769661491,0.08744614063911951
7,0.01,100,"[1048, 8, 379, 14]",0.7352474290841327,0.6857669186301423,0.043777042504454064,0.08227557896535723
8,0.01,150,"[1048, 8, 379, 14]",0.7353026433846367,0.6995730088434919,0.04189361160600662,0.07904919186683834
