,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[870, 186, 233, 160]","[855, 201, 209, 184]","[865, 191, 217, 176]","[851, 205, 196, 197]","[826, 230, 228, 165]","[873, 183, 222, 171]",[8515 2045 2201 1728],[8471 2089 2200 1729],[8512 2048 2185 1744],[8476 2084 2180 1749],[8514 2046 2211 1718]
