,Kernel,C,Gamma,Degree,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,linear,0.1,,,"[1012, 44, 311, 82]",0.7496859686658844,0.6017594758604294,0.22743700687197763,0.33010556057099877
1,rbf,0.1,1.0,,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
2,poly,0.1,1.0,2.0,"[613, 443, 230, 163]",0.4886189523086479,0.2647433090777622,0.49778569610587925,0.3456009975002381
3,poly,0.1,1.0,3.0,"[694, 362, 200, 193]",0.5713299744633861,0.3035201479927295,0.4486128785950624,0.3620503151882618
4,rbf,0.1,10.0,,"[1056, 0, 393, 0]",0.7288287666505625,0.0,0.0,0.0
5,poly,0.1,10.0,2.0,"[485, 571, 183, 210]",0.49879218717647866,0.2725077443550571,0.507864596589463,0.354604595042438
6,poly,0.1,10.0,3.0,"[616, 440, 213, 180]",0.5654082407343501,0.30012327576798337,0.4523288368541614,0.36077974043472055
7,linear,1.0,,,"[1010, 46, 312, 81]",0.7496445579405066,0.6013269853929887,0.22779333163654875,0.3304166116433848
8,rbf,1.0,1.0,,"[1055, 1, 392, 1]",0.7285664987231693,0.43485961768219833,0.003257826418936116,0.006466970203075561
9,poly,1.0,1.0,2.0,"[485, 571, 183, 210]",0.5050866174339154,0.27671345722960766,0.5109697123950114,0.3589203861973732
10,poly,1.0,1.0,3.0,"[603, 453, 206, 187]",0.563848436745117,0.30026240203371757,0.4568592517179944,0.36229144810146796
11,rbf,1.0,10.0,,"[1055, 1, 393, 0]",0.7284698736972877,0.4000915750915751,0.0026469839653855943,0.005259013240676303
12,poly,1.0,10.0,2.0,"[485, 571, 183, 210]",0.5022016702325903,0.2735563117942245,0.503690506490201,0.3544252157526842
13,poly,1.0,10.0,3.0,"[637, 419, 209, 184]",0.5681137414590379,0.30101945000777014,0.44830745736828714,0.36017450124925354
14,linear,10.0,,,"[1010, 46, 311, 82]",0.7497273793912623,0.601488162802852,0.22840417409009928,0.33108159506397233
15,rbf,10.0,1.0,,"[1054, 2, 389, 4]",0.7279453378425013,0.42406118439185264,0.009060829727666073,0.017741734344840495
16,poly,10.0,1.0,2.0,"[485, 571, 183, 210]",0.501290634274277,0.2736905495162178,0.5068974293713413,0.3553714670549065
17,poly,10.0,1.0,3.0,"[694, 362, 200, 193]",0.5647318655531783,0.2998087441518903,0.4531941969966913,0.36086664325544193
18,rbf,10.0,10.0,,"[1055, 1, 393, 0]",0.7284698736972877,0.4000915750915751,0.0026469839653855943,0.005259013240676303
19,poly,10.0,10.0,2.0,"[485, 571, 183, 210]",0.506508385671889,0.2764298677948115,0.506184779842199,0.3574587682424938
20,poly,10.0,10.0,3.0,"[637, 419, 209, 184]",0.5683345986610532,0.3017722156675006,0.4502417918045304,0.36129002985010394
21,linear,100.0,,,"[1022, 34, 364, 29]",0.7413071985644283,0.5623748812987236,0.20865360142529904,0.30426343992149735
22,rbf,100.0,1.0,,"[1054, 2, 389, 4]",0.7279453378425013,0.42406118439185264,0.009060829727666073,0.017741734344840495
23,poly,100.0,1.0,2.0,"[485, 571, 183, 210]",0.5019255987300711,0.27235778404992217,0.5001272588444896,0.3525495953084712
24,poly,100.0,1.0,3.0,"[718, 338, 217, 176]",0.5692180274691145,0.3023052993800023,0.449987274115551,0.36161842977786185
25,rbf,100.0,10.0,,"[1055, 1, 393, 0]",0.7284698736972877,0.4000915750915751,0.0026469839653855943,0.005259013240676303
26,poly,100.0,10.0,2.0,"[485, 571, 183, 210]",0.4992200980053834,0.27162988519005105,0.5035886994146093,0.35285499573875195
27,poly,100.0,10.0,3.0,"[637, 419, 209, 184]",0.5631030436883153,0.2994910157045998,0.45619750572664797,0.36156032967036716
28,linear,1000.0,,,"[566, 490, 154, 239]",0.6295672579198013,0.33828946378925917,0.38142020870450494,0.35807027423540994
29,rbf,1000.0,1.0,,"[1054, 2, 389, 4]",0.7279453378425013,0.42406118439185264,0.009060829727666073,0.017741734344840495
30,poly,1000.0,1.0,2.0,"[485, 571, 183, 210]",0.5036924563461935,0.27678718020448123,0.5143802494273352,0.3598330364426547
31,poly,1000.0,1.0,3.0,"[616, 440, 213, 180]",0.5640969010973842,0.2981472614589404,0.4488164927462458,0.35826118944767693
32,rbf,1000.0,10.0,,"[1055, 1, 393, 0]",0.7284698736972877,0.4000915750915751,0.0026469839653855943,0.005259013240676303
33,poly,1000.0,10.0,2.0,"[485, 571, 183, 210]",0.5059424390917248,0.27670556194318907,0.5085263425808094,0.3583041015372813
34,poly,1000.0,10.0,3.0,"[616, 440, 213, 180]",0.5679204914072745,0.3017013050376319,0.4509544413336727,0.36144197709684567
