,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[887, 169, 231, 162]",0.7189177997101249,0.479031631464086,0.4174090099261899,0.4460936240499998
1,200,"[887, 169, 231, 162]",0.7189868175857547,0.4791257859776488,0.4164418427080682,0.44558208282509393
2,300,"[887, 169, 231, 162]",0.7190558354613845,0.4792836750452441,0.41674726393484346,0.44582207027263704
3,400,"[887, 169, 231, 162]",0.7190282283111327,0.4792052194440095,0.4162891320946806,0.4455273098150115
4,500,"[887, 169, 231, 162]",0.7190420318862586,0.47923307684058913,0.4162891320946806,0.445539430550521
5,800,"[887, 169, 231, 162]",0.7190558354613845,0.4792609504663541,0.4162891320946806,0.4455515545788139
6,1000,"[887, 169, 231, 162]",0.7190558354613845,0.4792609504663541,0.4162891320946806,0.4455515545788139
