,Max_depth,N_estimators,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[50, 100, 150]",50,"[1031, 25, 354, 39]",0.7425771274760163,0.6439306954698331,0.11341308220921353,0.19284755370835321
1,1,"[50, 100, 150]",100,"[1031, 25, 354, 39]",0.7426875560770239,0.6454944715246747,0.11336217867141767,0.1928495044970656
2,1,"[50, 100, 150]",150,"[1031, 25, 354, 39]",0.7425771274760163,0.645530718670609,0.11244591499109188,0.1915230987627413
3,1,"[50, 100, 150]",50,"[1027, 29, 340, 53]",0.7455172889778453,0.6400348054731613,0.14064647493000762,0.23061322531360737
4,1,"[50, 100, 150]",100,"[1027, 29, 341, 52]",0.7456277175788529,0.6418951877102878,0.14013743955204888,0.23004874234439393
5,1,"[50, 100, 150]",150,"[1027, 29, 341, 52]",0.7456277175788528,0.6422880666965691,0.13983201832527362,0.2296625701858317
6,1,"[50, 100, 150]",50,"[1022, 34, 327, 66]",0.7481675754020292,0.629191202711177,0.1736828709595317,0.27221530915119774
7,1,"[50, 100, 150]",100,"[1022, 34, 327, 66]",0.7481537718269033,0.6293610154096779,0.17337744973275643,0.2718551132248349
8,1,"[50, 100, 150]",150,"[1022, 34, 327, 66]",0.7480985575263993,0.629366948585295,0.17286841435479766,0.27123103288247674
9,2,"[50, 100, 150]",50,"[1021, 35, 325, 68]",0.7479605217751397,0.6210233260229954,0.18101298040213795,0.2803166271858358
10,2,"[50, 100, 150]",100,"[1021, 35, 326, 67]",0.7477258609979984,0.6199083098093732,0.18014762025960804,0.27916542713616505
11,2,"[50, 100, 150]",150,"[1021, 35, 328, 65]",0.7476292359721167,0.6197941087388423,0.1793840671926699,0.27823373224941733
12,2,"[50, 100, 150]",50,"[1014, 42, 314, 79]",0.7492856649872317,0.6116872586628427,0.2065665563756681,0.3088346624576309
13,2,"[50, 100, 150]",100,"[1014, 42, 314, 79]",0.7490372006349644,0.610505305230167,0.20585390684652585,0.30788848752112763
14,2,"[50, 100, 150]",150,"[1014, 42, 316, 77]",0.7489267720339569,0.609971135992887,0.20554848561975056,0.30748033272520786
15,2,"[50, 100, 150]",50,"[1012, 44, 311, 82]",0.7494098971633653,0.6071373288513252,0.21501654364978365,0.3175555405544431
16,2,"[50, 100, 150]",100,"[1012, 44, 312, 81]",0.749534129339499,0.6077709112907883,0.21527106133876303,0.3179205306059223
17,2,"[50, 100, 150]",150,"[1012, 44, 312, 81]",0.7496031472151288,0.6083038931408631,0.2151183507253754,0.3178301162314968
18,3,"[50, 100, 150]",50,"[1013, 43, 314, 79]",0.7491752363862241,0.6060632796004565,0.21440570119623312,0.3167467271755603
19,3,"[50, 100, 150]",100,"[1013, 43, 314, 79]",0.7489819863344607,0.6052110555700351,0.21379485874268261,0.315965361468022
20,3,"[50, 100, 150]",150,"[1012, 44, 314, 79]",0.749161432811098,0.6060024469303336,0.21435479765843723,0.3166853365756963
21,3,"[50, 100, 150]",50,"[1011, 45, 312, 81]",0.7493132721374838,0.6033955737039078,0.2204632221939425,0.3229215996902914
22,3,"[50, 100, 150]",100,"[1011, 45, 311, 82]",0.749547932914625,0.6044775699723199,0.221074064647493,0.32373412149005587
23,3,"[50, 100, 150]",150,"[1011, 45, 311, 82]",0.7495755400648768,0.6046028015797311,0.22112496818528887,0.3238068326405591
24,3,"[50, 100, 150]",50,"[1011, 45, 309, 84]",0.7498102008420181,0.6035448512132191,0.22555357597353018,0.3283690993790299
25,3,"[50, 100, 150]",100,"[1011, 45, 308, 85]",0.7499206294430258,0.604202418374473,0.22555357597353015,0.32847048684723895
26,3,"[50, 100, 150]",150,"[1013, 43, 309, 84]",0.7499896473186556,0.6045744381697058,0.22560447951132603,0.3285830072150183
27,4,"[50, 100, 150]",50,"[1013, 43, 309, 84]",0.7496997722410105,0.6060332733786296,0.22000509035377958,0.3228044135051455
28,4,"[50, 100, 150]",100,"[1013, 43, 309, 84]",0.7500310580440335,0.6077156553575975,0.2206159328073301,0.3237018076161684
29,4,"[50, 100, 150]",150,"[1011, 45, 309, 84]",0.7497411829663884,0.6062227536380743,0.22010689742937134,0.3229436019893016
30,4,"[50, 100, 150]",50,"[1011, 45, 312, 81]",0.7499758437435295,0.6049629404499728,0.224790022906592,0.32777454696728603
31,4,"[50, 100, 150]",100,"[1011, 45, 310, 83]",0.7498654151425218,0.6046034534369648,0.22423008399083738,0.32712988296224904
32,4,"[50, 100, 150]",150,"[1012, 44, 311, 82]",0.7498930222927738,0.6047033400444629,0.2243318910664291,0.3272535044823871
33,4,"[50, 100, 150]",50,"[1012, 44, 307, 86]",0.7501690937952931,0.6035159865281939,0.22947314838381266,0.3325039889485808
34,4,"[50, 100, 150]",100,"[1014, 42, 308, 85]",0.7502657188211747,0.6042885550195595,0.22906592008144563,0.33219709614068804
35,4,"[50, 100, 150]",150,"[1014, 42, 309, 84]",0.75048657602319,0.6050546069582536,0.23003308729956734,0.33332754848849655
