,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[991, 65, 294, 99]",0.744343985092139,0.5850802513738165,0.1973530160346144,0.2947612240145462
1,0.0005,"[1018, 38, 325, 68]",0.7459866105321279,0.5858961886439932,0.21786714176635275,0.3171068156436501
2,0.0008,"[1017, 39, 325, 68]",0.7461798605838912,0.5922371672611683,0.20570119623313823,0.3051726582340011
3,0.001,"[1021, 35, 330, 63]",0.7457657533301125,0.5955204404615106,0.19531687452277935,0.2939736392009508
4,0.002,"[1020, 36, 329, 64]",0.746870039340189,0.6118331143491769,0.1823873759226266,0.28092847032356705
5,0.003,"[1024, 32, 331, 62]",0.7463316999102767,0.6191043070956413,0.16793077118859762,0.26411737167341554
6,0.004,"[1025, 31, 340, 53]",0.7461936641590172,0.6269406052507274,0.15861542377195215,0.2530472521678072
7,0.005,"[1028, 28, 346, 47]",0.7455310925529711,0.6324176374912732,0.14741664545685923,0.23896011440037515
8,0.01,"[1032, 24, 359, 34]",0.7359652149906826,0.6366126930023223,0.06184779842199033,0.11263584870493264
