,Neighbors,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,12,50,"[977, 79, 288, 105]",0.7448823245220512,0.5601514446655637,0.2756935607024688,0.36951164489509636
1,12,100,"[976, 80, 290, 103]",0.7441783421906274,0.5575630212918586,0.2741664545685925,0.3675808963924832
2,12,150,"[977, 79, 286, 107]",0.7446752708951618,0.5591914367019795,0.27604988546703996,0.36962229331174923
3,14,50,"[977, 79, 291, 102]",0.7458899855062462,0.5660752437444769,0.26953423262916776,0.36518202023900226
4,14,100,"[984, 72, 292, 101]",0.7454482711022156,0.5644887673126138,0.2682616441842708,0.3636811221915334
5,14,150,"[985, 71, 294, 99]",0.7459728069570019,0.5663433155777085,0.269839653855943,0.3655192128234356
6,16,50,"[985, 71, 292, 101]",0.7464283249361585,0.5696864044528571,0.26525833545431404,0.3619703827849926
7,16,100,"[988, 68, 293, 100]",0.7461798605838912,0.5691096655670231,0.26342580809366256,0.36014690317399334
8,16,150,"[989, 67, 293, 100]",0.746276485609773,0.5695591705575391,0.26342580809366256,0.36023715361484926
