,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[1014, 42, 307, 86]",0.7498930222927739,0.6094779661346446,0.21634003563247642,0.3193133125479199
1,300,10,50,"[1012, 44, 307, 86]",0.7497549865415142,0.601859919917106,0.22799694578773227,0.3307073927809391
2,300,15,50,"[991, 65, 292, 101]",0.7407550555593898,0.5472489158525956,0.25492491728175104,0.3477988058553849
