,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[991, 65, 293, 100]",0.7281938021947684,0.5007917301814653,0.23685416136421483,0.3199102257169511
1,10,"[999, 57, 305, 88]",0.7384774656636068,0.5497806869151501,0.19765843726138968,0.2904809958241625
2,12,"[998, 58, 303, 90]",0.7378148940575608,0.545314177064531,0.19903283278187836,0.2914650767622648
3,14,"[995, 61, 298, 95]",0.7386845192904963,0.5478885306316164,0.2061593280733011,0.299295870231058
4,16,"[995, 61, 298, 95]",0.7393608944716681,0.5511285290011767,0.20875540850089083,0.3026130729857782
5,20,"[995, 61, 298, 95]",0.7403271447304851,0.5604563645153606,0.19572410282514635,0.2895747913793755
