,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[791, 265, 200, 193]",0.6796052177513976,0.42595506898016017,0.5221175871723084,0.469159452876558
1,200,"[792, 264, 200, 193]",0.6796880392021534,0.4260122737632467,0.5217103588699414,0.4690296113546323
2,300,"[792, 264, 200, 193]",0.6797294499275313,0.42608396028748424,0.5218630694833291,0.46913479906958333
3,400,"[792, 264, 200, 193]",0.6796328249016496,0.4259169141581533,0.5215067447187579,0.4688895427165649
4,500,"[792, 264, 200, 193]",0.6795914141762717,0.4258761792276082,0.5216085517943496,0.46890599616834816
5,800,"[792, 264, 200, 193]",0.6796190213265236,0.42590541525723447,0.5215576482565538,0.46890313127455513
6,1000,"[792, 264, 200, 193]",0.6796466284767755,0.42595304952559204,0.5216594553321456,0.4689731821661264
