,Alpha,Confusion Matrix
0,0.0001,"[136, 174, 80, 389]"
1,0.0005,"[167, 143, 108, 361]"
2,0.0008,"[152, 158, 94, 375]"
3,0.001,"[152, 158, 93, 376]"
4,0.002,"[146, 164, 85, 384]"
5,0.003,"[143, 167, 81, 388]"
6,0.004,"[124, 186, 71, 398]"
7,0.005,"[119, 191, 65, 404]"
8,0.01,"[133, 177, 68, 401]"
