,Alpha,Confusion Matrix
0,0.0001,"[169, 141, 90, 379]"
1,0.0005,"[160, 150, 92, 377]"
2,0.0008,"[163, 147, 92, 377]"
3,0.001,"[164, 146, 92, 377]"
4,0.002,"[153, 157, 81, 388]"
5,0.003,"[146, 164, 77, 392]"
6,0.004,"[189, 121, 113, 356]"
7,0.005,"[185, 125, 112, 357]"
8,0.01,"[147, 163, 82, 387]"
