,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[159, 151, 96, 374]","[154, 157, 88, 381]","[172, 139, 88, 381]","[139, 172, 73, 396]","[165, 146, 95, 374]","[147, 163, 91, 378]",[1564 1540  893 3798],[1544 1560  911 3780],[1535 1569  868 3823],[1539 1565  865 3826],[1554 1550  899 3792]
1,50,0.75,"[161, 149, 100, 370]","[154, 157, 94, 375]","[171, 140, 86, 383]","[148, 163, 75, 394]","[171, 140, 98, 371]","[149, 161, 94, 375]",[1585 1519  916 3775],[1561 1543  925 3766],[1560 1544  898 3793],[1561 1543  902 3789],[1572 1532  920 3771]
2,50,1.0,"[157, 153, 101, 369]","[156, 155, 91, 378]","[173, 138, 89, 380]","[149, 162, 77, 392]","[170, 141, 98, 371]","[145, 165, 91, 378]",[1586 1518  915 3776],[1576 1528  920 3771],[1563 1541  908 3783],[1561 1543  920 3771],[1591 1513  938 3753]
3,100,0.5,"[158, 152, 96, 374]","[160, 151, 91, 378]","[172, 139, 85, 384]","[143, 168, 73, 396]","[169, 142, 97, 372]","[146, 164, 93, 376]",[1573 1531  904 3787],[1561 1543  903 3788],[1561 1543  889 3802],[1558 1546  894 3797],[1570 1534  926 3765]
4,100,0.75,"[161, 149, 103, 367]","[159, 152, 88, 381]","[172, 139, 85, 384]","[149, 162, 78, 391]","[172, 139, 98, 371]","[146, 164, 95, 374]",[1589 1515  919 3772],[1570 1534  917 3774],[1571 1533  905 3786],[1570 1534  922 3769],[1595 1509  938 3753]
5,100,1.0,"[163, 147, 104, 366]","[158, 153, 90, 379]","[170, 141, 88, 381]","[146, 165, 81, 388]","[173, 138, 98, 371]","[145, 165, 94, 375]",[1585 1519  925 3766],[1576 1528  938 3753],[1579 1525  914 3777],[1569 1535  926 3765],[1604 1500  946 3745]
6,150,0.5,"[161, 149, 102, 368]","[158, 153, 88, 381]","[169, 142, 86, 383]","[146, 165, 77, 392]","[171, 140, 98, 371]","[147, 163, 95, 374]",[1583 1521  914 3777],[1566 1538  913 3778],[1578 1526  907 3784],[1559 1545  913 3778],[1578 1526  926 3765]
7,150,0.75,"[161, 149, 104, 366]","[159, 152, 92, 377]","[168, 143, 89, 380]","[148, 163, 80, 389]","[170, 141, 99, 370]","[148, 162, 99, 370]",[1581 1523  930 3761],[1573 1531  939 3752],[1581 1523  914 3777],[1572 1532  930 3761],[1603 1501  945 3746]
8,150,1.0,"[163, 147, 103, 367]","[158, 153, 91, 378]","[171, 140, 90, 379]","[152, 159, 83, 386]","[172, 139, 99, 370]","[149, 161, 97, 372]",[1597 1507  937 3754],[1582 1522  940 3751],[1585 1519  919 3772],[1575 1529  934 3757],[1599 1505  950 3741]
