,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[167, 143, 117, 353]","[160, 151, 118, 351]","[173, 138, 123, 346]","[156, 155, 98, 371]","[143, 168, 84, 385]","[163, 147, 125, 344]",[1625 1479 1132 3559],[1645 1459 1155 3536],[1644 1460 1161 3530],[1655 1449 1166 3525],[1624 1480 1155 3536]
1,50,0.75,"[167, 143, 118, 352]","[159, 152, 118, 351]","[173, 138, 123, 346]","[155, 156, 98, 371]","[143, 168, 84, 385]","[161, 149, 125, 344]",[1619 1485 1132 3559],[1637 1467 1153 3538],[1635 1469 1158 3533],[1641 1463 1161 3530],[1614 1490 1149 3542]
2,50,1.0,"[167, 143, 118, 352]","[156, 155, 112, 357]","[166, 145, 119, 350]","[155, 156, 98, 371]","[143, 168, 84, 385]","[161, 149, 126, 343]",[1604 1500 1121 3570],[1637 1467 1155 3536],[1635 1469 1156 3535],[1632 1472 1156 3535],[1596 1508 1140 3551]
3,100,0.5,"[167, 143, 118, 352]","[159, 152, 117, 352]","[173, 138, 123, 346]","[155, 156, 98, 371]","[143, 168, 84, 385]","[161, 149, 125, 344]",[1619 1485 1131 3560],[1637 1467 1153 3538],[1644 1460 1161 3530],[1641 1463 1161 3530],[1614 1490 1148 3543]
4,100,0.75,"[167, 143, 118, 352]","[160, 151, 117, 352]","[173, 138, 123, 346]","[155, 156, 98, 371]","[143, 168, 84, 385]","[161, 149, 125, 344]",[1620 1484 1131 3560],[1635 1469 1155 3536],[1635 1469 1156 3535],[1641 1463 1162 3529],[1614 1490 1148 3543]
5,100,1.0,"[167, 143, 118, 352]","[160, 151, 117, 352]","[173, 138, 122, 347]","[153, 158, 97, 372]","[143, 168, 84, 385]","[161, 149, 125, 344]",[1613 1491 1127 3564],[1635 1469 1155 3536],[1629 1475 1154 3537],[1641 1463 1162 3529],[1608 1496 1145 3546]
6,150,0.5,"[167, 143, 118, 352]","[160, 151, 117, 352]","[173, 138, 123, 346]","[155, 156, 98, 371]","[143, 168, 84, 385]","[161, 149, 125, 344]",[1620 1484 1131 3560],[1637 1467 1155 3536],[1635 1469 1157 3534],[1641 1463 1162 3529],[1614 1490 1148 3543]
7,150,0.75,"[167, 143, 118, 352]","[160, 151, 117, 352]","[173, 138, 122, 347]","[153, 158, 97, 372]","[143, 168, 84, 385]","[161, 149, 125, 344]",[1613 1491 1127 3564],[1635 1469 1155 3536],[1636 1468 1157 3534],[1641 1463 1162 3529],[1614 1490 1148 3543]
8,150,1.0,"[167, 143, 118, 352]","[160, 151, 117, 352]","[173, 138, 122, 347]","[153, 158, 97, 372]","[143, 168, 84, 385]","[161, 149, 125, 344]",[1613 1491 1127 3564],[1635 1469 1155 3536],[1629 1475 1154 3537],[1639 1465 1161 3530],[1604 1500 1143 3548]
