,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix.6,Confusion Matrix.7,Confusion Matrix.8,Confusion Matrix.9,Confusion Matrix
0,"[809, 247, 206, 187]","[799, 257, 207, 186]","[817, 239, 207, 186]","[773, 283, 178, 215]","[785, 271, 209, 184]","[816, 240, 216, 177]","[808, 248, 200, 193]","[790, 266, 208, 185]","[801, 255, 202, 191]","[735, 321, 192, 200]",[7933 2627 2025 1904]
