,Neighbors,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,12,50,"[168, 142, 119, 351]",0.6628608082103913,0.706324538937059,0.7529737795779151,0.7288471421835737
1,12,100,"[168, 142, 119, 351]",0.6638357921744708,0.7074725477396637,0.7525900660839906,0.7293314656396338
2,12,150,"[168, 142, 119, 351]",0.6642206542655549,0.7081263659881571,0.7519931784267746,0.7294004251002567
3,14,50,"[168, 142, 119, 351]",0.6633996151379089,0.7067163875069745,0.7533574930718396,0.7292765189921774
4,14,100,"[168, 142, 119, 351]",0.6638871071199486,0.7079740955763922,0.751438925602217,0.7290588203811773
5,14,150,"[168, 142, 119, 351]",0.6641180243745992,0.7081627294249984,0.7516094649328501,0.7292392741389746
6,16,50,"[168, 142, 119, 351]",0.6634765875561257,0.7063994440869165,0.754465998720955,0.7296047758634636
7,16,100,"[168, 142, 119, 351]",0.6638871071199488,0.7081745512853357,0.7509273076103178,0.728924175398661
8,16,150,"[168, 142, 119, 351]",0.6640410519563823,0.7082448469299785,0.7511831166062674,0.729081823787483
