,Alpha,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,50,"[149, 161, 98, 372]","[156, 155, 96, 373]","[169, 142, 83, 386]","[152, 159, 77, 392]","[154, 157, 97, 372]","[152, 158, 100, 369]",[1574 1530  906 3785],[1589 1515  950 3741],[1563 1541  893 3798],[1612 1492  924 3767],[1582 1522  901 3790]
1,0.0001,100,"[158, 152, 102, 368]","[155, 156, 90, 379]","[167, 144, 84, 385]","[149, 162, 76, 393]","[163, 148, 105, 364]","[155, 155, 103, 366]",[1608 1496  943 3748],[1617 1487  955 3736],[1600 1504  921 3770],[1615 1489  939 3752],[1590 1514  907 3784]
2,0.0001,150,"[156, 154, 101, 369]","[153, 158, 86, 383]","[171, 140, 88, 381]","[151, 160, 78, 391]","[162, 149, 104, 365]","[154, 156, 107, 362]",[1609 1495  938 3753],[1605 1499  959 3732],[1594 1510  917 3774],[1610 1494  927 3764],[1618 1486  921 3770]
3,0.001,50,"[163, 147, 106, 364]","[155, 156, 94, 375]","[178, 133, 88, 381]","[149, 162, 68, 401]","[152, 159, 87, 382]","[153, 157, 98, 371]",[1590 1514  895 3796],[1594 1510  951 3740],[1577 1527  881 3810],[1602 1502  890 3801],[1623 1481  913 3778]
4,0.001,100,"[162, 148, 99, 371]","[155, 156, 93, 376]","[179, 132, 90, 379]","[151, 160, 70, 399]","[155, 156, 91, 378]","[150, 160, 98, 371]",[1593 1511  892 3799],[1595 1509  942 3749],[1574 1530  887 3804],[1598 1506  886 3805],[1620 1484  907 3784]
5,0.001,150,"[162, 148, 101, 369]","[155, 156, 93, 376]","[178, 133, 88, 381]","[148, 163, 68, 401]","[154, 157, 91, 378]","[150, 160, 96, 373]",[1590 1514  890 3801],[1591 1513  937 3754],[1575 1529  887 3804],[1598 1506  887 3804],[1612 1492  893 3798]
6,0.01,50,"[138, 172, 83, 387]","[138, 173, 85, 384]","[152, 159, 76, 393]","[127, 184, 59, 410]","[135, 176, 76, 393]","[126, 184, 92, 377]",[1370 1734  788 3903],[1363 1741  783 3908],[1368 1736  770 3921],[1365 1739  778 3913],[1358 1746  775 3916]
7,0.01,100,"[139, 171, 82, 388]","[139, 172, 87, 382]","[151, 160, 73, 396]","[127, 184, 58, 411]","[136, 175, 76, 393]","[129, 181, 92, 377]",[1375 1729  788 3903],[1376 1728  787 3904],[1362 1742  760 3931],[1368 1736  778 3913],[1365 1739  780 3911]
8,0.01,150,"[139, 171, 81, 389]","[138, 173, 87, 382]","[152, 159, 76, 393]","[127, 184, 59, 410]","[132, 179, 76, 393]","[130, 180, 93, 376]",[1372 1732  791 3900],[1370 1734  784 3907],[1363 1741  772 3919],[1374 1730  784 3907],[1352 1752  773 3918]
