,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,50,0.5,"[166, 144, 97, 373]",0.6909300833867864,0.7137403776751061,0.8121509273076104,0.7597719875919842
1,50,0.75,"[165, 145, 106, 364]",0.6896728672225785,0.715268047238903,0.8046471967597526,0.757328302860465
2,50,1.0,"[163, 147, 100, 370]",0.6907504810776138,0.7170347576872571,0.8030270731187381,0.7575973112573589
3,100,0.5,"[167, 143, 104, 366]",0.6924695317511226,0.7177686824031453,0.8058409720741846,0.7592584834492644
4,100,0.75,"[165, 145, 104, 366]",0.6918024374599102,0.7183031864123752,0.8026433596248135,0.758134406135144
5,100,1.0,"[163, 147, 104, 366]",0.691879409878127,0.719945512221377,0.7986783201875932,0.7572707844126723
6,150,0.5,"[164, 146, 104, 366]",0.6924182168056447,0.7188132879420563,0.8030270731187379,0.758589205823571
7,150,0.75,"[162, 148, 102, 368]",0.6917254650416934,0.7194430715340318,0.7995310168407588,0.7573755208555709
8,150,1.0,"[167, 143, 100, 370]",0.6924182168056447,0.72117390540109,0.7970581965465786,0.7572192422388055
