,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[156, 154, 87, 383]",0.6853110968569596,0.7108958395375842,0.8041355787678534,0.7546356532913419
1,0.0001,100,"[153, 157, 87, 383]",0.6860808210391276,0.7119010010810622,0.8035813259432958,0.7549615258868402
2,0.0001,150,"[153, 157, 87, 383]",0.6854393842206543,0.710902848677449,0.8044340225964615,0.7547790024290372
3,0.001,50,"[165, 145, 96, 374]",0.6848749198203976,0.7081048919031385,0.810445534001279,0.7558247471902331
4,0.001,100,"[164, 146, 94, 376]",0.684310455420141,0.7076037068014464,0.8102323598379876,0.7554465327576766
5,0.001,150,"[165, 145, 95, 375]",0.6848492623476587,0.7084401690308393,0.8094649328501384,0.7555873807224953
6,0.01,50,"[138, 172, 83, 387]",0.6766901860166774,0.6927630432290397,0.8315497761671284,0.7558365493434436
7,0.01,100,"[138, 172, 83, 387]",0.6766645285439384,0.6927223327961131,0.831592410999787,0.7558312864460255
8,0.01,150,"[139, 171, 82, 388]",0.6765105837075047,0.692467057177947,0.8319334896610531,0.7558201394661069
