,Alpha,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,50,"[150, 160, 102, 368]","[148, 163, 92, 377]","[179, 132, 93, 376]","[149, 162, 81, 388]","[176, 135, 110, 359]","[141, 169, 91, 378]",[1622 1482  954 3737],[1650 1454  972 3719],[1591 1513  934 3757],[1590 1514  881 3810],[1631 1473  928 3763]
1,0.0001,100,"[159, 151, 108, 362]","[148, 163, 89, 380]","[177, 134, 93, 376]","[157, 154, 84, 385]","[162, 149, 102, 367]","[150, 160, 98, 371]",[1623 1481  957 3734],[1661 1443  986 3705],[1607 1497  930 3761],[1598 1506  907 3784],[1639 1465  938 3753]
2,0.0001,150,"[162, 148, 108, 362]","[149, 162, 89, 380]","[172, 139, 90, 379]","[146, 165, 80, 389]","[165, 146, 102, 367]","[152, 158, 103, 366]",[1617 1487  955 3736],[1652 1452  968 3723],[1602 1502  930 3761],[1597 1507  890 3801],[1672 1432  945 3746]
3,0.001,50,"[162, 148, 102, 368]","[159, 152, 99, 370]","[178, 133, 92, 377]","[145, 166, 70, 399]","[161, 150, 91, 378]","[152, 158, 99, 370]",[1605 1499  903 3788],[1595 1509  937 3754],[1578 1526  887 3804],[1612 1492  897 3794],[1651 1453  928 3763]
4,0.001,100,"[161, 149, 102, 368]","[157, 154, 101, 368]","[177, 134, 93, 376]","[151, 160, 73, 396]","[165, 146, 94, 375]","[151, 159, 98, 371]",[1614 1490  910 3781],[1583 1521  921 3770],[1586 1518  892 3799],[1609 1495  894 3797],[1644 1460  928 3763]
5,0.001,150,"[160, 150, 100, 370]","[155, 156, 98, 371]","[174, 137, 90, 379]","[147, 164, 72, 397]","[161, 150, 92, 377]","[150, 160, 98, 371]",[1601 1503  903 3788],[1588 1516  917 3774],[1582 1522  893 3798],[1611 1493  888 3803],[1636 1468  915 3776]
6,0.01,50,"[139, 171, 84, 386]","[139, 172, 89, 380]","[152, 159, 75, 394]","[125, 186, 59, 410]","[134, 177, 75, 394]","[127, 183, 88, 381]",[1368 1736  790 3901],[1369 1735  786 3905],[1355 1749  764 3927],[1362 1742  762 3929],[1366 1738  782 3909]
7,0.01,100,"[136, 174, 82, 388]","[139, 172, 91, 378]","[148, 163, 73, 396]","[129, 182, 58, 411]","[129, 182, 72, 397]","[128, 182, 90, 379]",[1370 1734  787 3904],[1374 1730  786 3905],[1362 1742  764 3927],[1372 1732  774 3917],[1366 1738  779 3912]
8,0.01,150,"[134, 176, 79, 391]","[138, 173, 91, 378]","[149, 162, 73, 396]","[129, 182, 59, 410]","[128, 183, 71, 398]","[130, 180, 90, 379]",[1362 1742  786 3905],[1366 1738  781 3910],[1367 1737  769 3922],[1366 1738  782 3909],[1365 1739  776 3915]
