,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[168, 142, 119, 351]","[159, 152, 118, 351]","[174, 137, 123, 346]","[154, 157, 97, 372]","[174, 137, 120, 349]","[162, 148, 124, 345]",[1678 1426 1214 3477],[1651 1453 1158 3533],[1655 1449 1166 3525],[1654 1450 1166 3525],[1536 1568 1090 3601]
1,12,100,"[168, 142, 119, 351]","[159, 152, 118, 351]","[174, 137, 123, 346]","[154, 157, 97, 372]","[164, 147, 114, 355]","[162, 148, 126, 343]",[1644 1460 1168 3523],[1650 1454 1157 3534],[1655 1449 1163 3528],[1654 1450 1166 3525],[1618 1486 1149 3542]
2,12,150,"[168, 142, 119, 351]","[161, 150, 117, 352]","[174, 137, 123, 346]","[154, 157, 97, 372]","[165, 146, 116, 353]","[162, 148, 126, 343]",[1647 1457 1169 3522],[1650 1454 1157 3534],[1655 1449 1163 3528],[1655 1449 1168 3523],[1643 1461 1160 3531]
3,14,50,"[168, 142, 119, 351]","[161, 150, 118, 351]","[174, 137, 123, 346]","[154, 157, 97, 372]","[164, 147, 114, 355]","[163, 147, 126, 343]",[1647 1457 1168 3523],[1650 1454 1159 3532],[1655 1449 1166 3525],[1656 1448 1168 3523],[1578 1526 1124 3567]
4,14,100,"[168, 142, 119, 351]","[159, 152, 118, 351]","[174, 137, 123, 346]","[154, 157, 97, 372]","[164, 147, 114, 355]","[163, 147, 126, 343]",[1646 1458 1171 3520],[1650 1454 1160 3531],[1655 1449 1166 3525],[1656 1448 1171 3520],[1643 1461 1162 3529]
5,14,150,"[168, 142, 119, 351]","[161, 150, 118, 351]","[174, 137, 123, 346]","[154, 157, 97, 372]","[165, 146, 116, 353]","[163, 147, 126, 343]",[1649 1455 1173 3518],[1650 1454 1160 3531],[1655 1449 1163 3528],[1655 1449 1168 3523],[1646 1458 1162 3529]
6,16,50,"[168, 142, 119, 351]","[161, 150, 118, 351]","[174, 137, 123, 346]","[154, 157, 97, 372]","[164, 147, 116, 353]","[163, 147, 126, 343]",[1647 1457 1170 3521],[1652 1452 1165 3526],[1657 1447 1166 3525],[1657 1447 1168 3523],[1550 1554 1090 3601]
7,16,100,"[168, 142, 119, 351]","[159, 152, 118, 351]","[174, 137, 123, 346]","[154, 157, 97, 372]","[166, 145, 119, 350]","[163, 147, 126, 343]",[1648 1456 1176 3515],[1650 1454 1163 3528],[1657 1447 1166 3525],[1659 1445 1173 3518],[1648 1456 1164 3527]
8,16,150,"[168, 142, 119, 351]","[161, 150, 117, 352]","[174, 137, 123, 346]","[154, 157, 97, 372]","[167, 144, 119, 350]","[163, 147, 126, 343]",[1651 1453 1175 3516],[1650 1454 1161 3530],[1655 1449 1163 3528],[1659 1445 1173 3518],[1647 1457 1164 3527]
