,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[141, 169, 104, 366]","[141, 170, 100, 369]","[167, 144, 92, 377]","[165, 146, 91, 378]","[166, 145, 82, 387]","[158, 152, 96, 373]",[1561 1543  945 3746],[1573 1531 1019 3672],[1526 1578  944 3747],[1544 1560  987 3704],[1547 1557  980 3711]
1,12,100,"[143, 167, 106, 364]","[140, 171, 103, 366]","[167, 144, 92, 377]","[169, 142, 95, 374]","[165, 146, 79, 390]","[160, 150, 97, 372]",[1570 1534  960 3731],[1575 1529 1001 3690],[1537 1567  939 3752],[1534 1570  989 3702],[1560 1544  979 3712]
2,12,150,"[142, 168, 108, 362]","[142, 169, 98, 371]","[166, 145, 92, 377]","[168, 143, 94, 375]","[164, 147, 80, 389]","[159, 151, 99, 370]",[1563 1541  953 3738],[1574 1530 1007 3684],[1541 1563  942 3749],[1529 1575  997 3694],[1550 1554  973 3718]
3,14,50,"[143, 167, 104, 366]","[144, 167, 100, 369]","[166, 145, 92, 377]","[168, 143, 90, 379]","[165, 146, 79, 390]","[159, 151, 96, 373]",[1565 1539  935 3756],[1555 1549 1009 3682],[1502 1602  920 3771],[1536 1568  971 3720],[1535 1569  954 3737]
4,14,100,"[142, 168, 103, 367]","[141, 170, 98, 371]","[165, 146, 91, 378]","[164, 147, 92, 377]","[164, 147, 80, 389]","[162, 148, 99, 370]",[1561 1543  939 3752],[1554 1550  994 3697],[1513 1591  928 3763],[1530 1574  975 3716],[1547 1557  953 3738]
5,14,150,"[143, 167, 103, 367]","[143, 168, 97, 372]","[165, 146, 91, 378]","[167, 144, 93, 376]","[162, 149, 77, 392]","[161, 149, 96, 373]",[1563 1541  931 3760],[1556 1548  993 3698],[1511 1593  930 3761],[1520 1584  975 3716],[1539 1565  951 3740]
6,16,50,"[137, 173, 101, 369]","[141, 170, 94, 375]","[163, 148, 92, 377]","[161, 150, 89, 380]","[162, 149, 81, 388]","[161, 149, 96, 373]",[1544 1560  925 3766],[1553 1551  976 3715],[1488 1616  915 3776],[1525 1579  961 3730],[1538 1566  945 3746]
7,16,100,"[138, 172, 100, 370]","[140, 171, 93, 376]","[165, 146, 90, 379]","[161, 150, 91, 378]","[159, 152, 78, 391]","[160, 150, 96, 373]",[1542 1562  927 3764],[1545 1559  974 3717],[1504 1600  917 3774],[1532 1572  950 3741],[1527 1577  930 3761]
8,16,150,"[140, 170, 101, 369]","[136, 175, 92, 377]","[164, 147, 90, 379]","[158, 153, 90, 379]","[162, 149, 77, 392]","[157, 153, 96, 373]",[1533 1571  918 3773],[1542 1562  973 3718],[1509 1595  920 3771],[1529 1575  959 3732],[1529 1575  937 3754]
