,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[156, 154, 110, 360]",0.658986529826812,0.6961934169392154,0.7688765721594544,0.7307275650415237
1,0.0001,100,"[156, 154, 110, 360]",0.6592431045542014,0.696554012087921,0.7686207631635046,0.7308102570427242
2,0.0001,150,"[156, 154, 110, 360]",0.6598075689544579,0.6971295091829489,0.7686633979961628,0.7311475426694454
3,0.001,50,"[156, 154, 109, 361]",0.6598332264271969,0.6969588503788164,0.7692176508207206,0.7313044321906635
4,0.001,100,"[156, 154, 109, 361]",0.6596536241180242,0.6968804118980467,0.7689192069921126,0.7311240625759866
5,0.001,150,"[155, 155, 109, 361]",0.6596279666452853,0.696840460728738,0.7689618418247709,0.7311204058272953
6,0.01,50,"[73, 237, 48, 422]",0.6446696600384862,0.6487305130944717,0.8932850138563205,0.7515874146365855
7,0.01,100,"[73, 237, 48, 422]",0.6441565105837075,0.6471203174396791,0.8989128117672138,0.7524943308068465
8,0.01,150,"[73, 237, 48, 422]",0.6441308531109685,0.6471185165144335,0.8988275421018972,0.7524629964929311
