,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[150, 160, 125, 345]",0.6490827453495831,0.6984052334726488,0.73374547004903,0.7156354451068065
1,10,"[175, 135, 142, 328]",0.6544194996792816,0.7209646913800913,0.6946066936687274,0.7075325272913744
2,12,"[174, 136, 143, 327]",0.660602950609365,0.7218481301857665,0.7094009806011511,0.7155609752534605
3,14,"[162, 148, 137, 333]",0.6626555484284797,0.7218003689899826,0.7151140481773609,0.7184131486416607
4,16,"[176, 134, 139, 331]",0.6667864015394483,0.7231886988254412,0.7231293967171177,0.7231432957272167
5,20,"[176, 134, 136, 334]",0.6697113534316871,0.722958165302191,0.7314858239181412,0.7271925492780034
