,Alpha,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,50,"[160, 150, 102, 368]","[145, 166, 86, 383]","[177, 134, 91, 378]","[146, 165, 74, 395]","[147, 164, 84, 385]","[151, 159, 105, 364]",[1574 1530  912 3779],[1562 1542  930 3761],[1541 1563  911 3780],[1528 1576  885 3806],[1606 1498  974 3717]
1,0.0001,100,"[157, 153, 97, 373]","[145, 166, 92, 377]","[175, 136, 93, 376]","[146, 165, 73, 396]","[155, 156, 91, 378]","[153, 157, 108, 361]",[1566 1538  914 3777],[1545 1559  906 3785],[1560 1544  915 3776],[1523 1581  870 3821],[1568 1536  935 3756]
2,0.0001,150,"[156, 154, 96, 374]","[143, 168, 90, 379]","[173, 138, 85, 384]","[152, 159, 80, 389]","[151, 160, 87, 382]","[147, 163, 99, 370]",[1555 1549  898 3793],[1546 1558  902 3789],[1546 1558  904 3787],[1528 1576  878 3813],[1574 1530  932 3759]
3,0.001,50,"[155, 155, 95, 375]","[148, 163, 89, 380]","[170, 141, 82, 387]","[145, 166, 76, 393]","[148, 163, 87, 382]","[148, 162, 97, 372]",[1535 1569  874 3817],[1543 1561  909 3782],[1527 1577  900 3791],[1521 1583  866 3825],[1523 1581  899 3792]
4,0.001,100,"[155, 155, 94, 376]","[151, 160, 86, 383]","[170, 141, 81, 388]","[147, 164, 78, 391]","[147, 164, 85, 384]","[148, 162, 96, 373]",[1540 1564  874 3817],[1541 1563  894 3797],[1537 1567  904 3787],[1521 1583  863 3828],[1547 1557  908 3783]
5,0.001,150,"[155, 155, 95, 375]","[153, 158, 88, 381]","[169, 142, 79, 390]","[146, 165, 81, 388]","[148, 163, 85, 384]","[147, 163, 93, 376]",[1540 1564  873 3818],[1549 1555  899 3792],[1527 1577  897 3794],[1512 1592  855 3836],[1542 1562  900 3791]
6,0.01,50,"[138, 172, 77, 393]","[136, 175, 88, 381]","[154, 157, 73, 396]","[112, 199, 59, 410]","[135, 176, 75, 394]","[125, 185, 88, 381]",[1351 1753  783 3908],[1322 1782  768 3923],[1314 1790  774 3917],[1308 1796  769 3922],[1328 1776  755 3936]
7,0.01,100,"[138, 172, 78, 392]","[136, 175, 89, 380]","[152, 159, 74, 395]","[112, 199, 60, 409]","[137, 174, 74, 395]","[126, 184, 91, 378]",[1351 1753  786 3905],[1330 1774  771 3920],[1306 1798  769 3922],[1314 1790  773 3918],[1344 1760  766 3925]
8,0.01,150,"[138, 172, 78, 392]","[136, 175, 90, 379]","[151, 160, 73, 396]","[113, 198, 60, 409]","[136, 175, 75, 394]","[130, 180, 90, 379]",[1349 1755  783 3908],[1325 1779  764 3927],[1311 1793  774 3917],[1305 1799  774 3917],[1338 1766  762 3929]
