,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[160, 150, 95, 375]","[151, 160, 91, 378]","[176, 135, 93, 376]","[153, 158, 79, 390]","[166, 145, 96, 373]","[158, 152, 96, 373]",[1603 1501  917 3774],[1590 1514  935 3756],[1581 1523  918 3773],[1581 1523  916 3775],[1583 1521  933 3758]
1,50,0.75,"[161, 149, 101, 369]","[152, 159, 92, 377]","[176, 135, 96, 373]","[144, 167, 72, 397]","[161, 150, 94, 375]","[159, 151, 97, 372]",[1581 1523  923 3768],[1596 1508  946 3745],[1618 1486  943 3748],[1587 1517  935 3756],[1598 1506  946 3745]
2,50,1.0,"[158, 152, 102, 368]","[157, 154, 97, 372]","[174, 137, 93, 376]","[145, 166, 74, 395]","[169, 142, 100, 369]","[160, 150, 98, 371]",[1606 1498  934 3757],[1602 1502  945 3746],[1628 1476  962 3729],[1597 1507  920 3771],[1606 1498  952 3739]
3,100,0.5,"[160, 150, 101, 369]","[150, 161, 89, 380]","[177, 134, 94, 375]","[144, 167, 74, 395]","[166, 145, 98, 371]","[160, 150, 96, 373]",[1601 1503  932 3759],[1624 1480  961 3730],[1628 1476  965 3726],[1598 1506  939 3752],[1601 1503  952 3739]
4,100,0.75,"[160, 150, 102, 368]","[156, 155, 96, 373]","[178, 133, 99, 370]","[145, 166, 76, 393]","[168, 143, 97, 372]","[159, 151, 97, 372]",[1606 1498  945 3746],[1617 1487  964 3727],[1633 1471  969 3722],[1611 1493  941 3750],[1609 1495  954 3737]
5,100,1.0,"[159, 151, 103, 367]","[159, 152, 96, 373]","[178, 133, 98, 371]","[158, 153, 83, 386]","[170, 141, 100, 369]","[158, 152, 96, 373]",[1629 1475  948 3743],[1610 1494  946 3745],[1619 1485  951 3740],[1607 1497  939 3752],[1623 1481  960 3731]
6,150,0.5,"[162, 148, 103, 367]","[157, 154, 97, 372]","[176, 135, 94, 375]","[153, 158, 82, 387]","[167, 144, 98, 371]","[158, 152, 99, 370]",[1620 1484  954 3737],[1633 1471  965 3726],[1637 1467  977 3714],[1612 1492  937 3754],[1604 1500  954 3737]
7,150,0.75,"[159, 151, 103, 367]","[157, 154, 96, 373]","[176, 135, 98, 371]","[155, 156, 83, 386]","[169, 142, 97, 372]","[158, 152, 95, 374]",[1618 1486  952 3739],[1611 1493  948 3743],[1630 1474  971 3720],[1607 1497  940 3751],[1627 1477  971 3720]
8,150,1.0,"[160, 150, 103, 367]","[160, 151, 94, 375]","[178, 133, 99, 370]","[158, 153, 83, 386]","[172, 139, 99, 370]","[158, 152, 96, 373]",[1631 1473  944 3747],[1614 1490  943 3748],[1612 1492  950 3741],[1601 1503  945 3746],[1626 1478  964 3727]
