,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[145, 165, 108, 362]","[150, 161, 100, 369]","[172, 139, 101, 368]","[179, 132, 102, 367]","[163, 148, 106, 363]","[144, 166, 97, 372]",[1596 1508 1024 3667],[1608 1496 1033 3658],[1564 1540 1025 3666],[1532 1572 1000 3691],[1590 1514 1030 3661]
1,12,100,"[146, 164, 109, 361]","[150, 161, 103, 366]","[173, 138, 107, 362]","[177, 134, 100, 369]","[167, 144, 106, 363]","[141, 169, 97, 372]",[1603 1501 1034 3657],[1624 1480 1036 3655],[1563 1541 1026 3665],[1538 1566 1001 3690],[1597 1507 1028 3663]
2,12,150,"[146, 164, 109, 361]","[154, 157, 104, 365]","[175, 136, 104, 365]","[177, 134, 101, 368]","[167, 144, 104, 365]","[141, 169, 95, 374]",[1603 1501 1023 3668],[1614 1490 1040 3651],[1560 1544 1023 3668],[1540 1564  994 3697],[1594 1510 1035 3656]
3,14,50,"[147, 163, 103, 367]","[147, 164, 99, 370]","[171, 140, 103, 366]","[172, 139, 96, 373]","[160, 151, 106, 363]","[140, 170, 93, 376]",[1580 1524 1004 3687],[1611 1493 1031 3660],[1563 1541  998 3693],[1522 1582  992 3699],[1611 1493 1034 3657]
4,14,100,"[145, 165, 107, 363]","[151, 160, 101, 368]","[171, 140, 101, 368]","[175, 136, 96, 373]","[163, 148, 106, 363]","[141, 169, 93, 376]",[1586 1518 1008 3683],[1618 1486 1043 3648],[1565 1539 1003 3688],[1527 1577  970 3721],[1594 1510 1020 3671]
5,14,150,"[145, 165, 105, 365]","[153, 158, 106, 363]","[174, 137, 102, 367]","[176, 135, 99, 370]","[163, 148, 107, 362]","[139, 171, 94, 375]",[1586 1518 1019 3672],[1614 1490 1042 3649],[1569 1535 1015 3676],[1528 1576  974 3717],[1593 1511 1010 3681]
6,16,50,"[147, 163, 103, 367]","[142, 169, 106, 363]","[173, 138, 106, 363]","[174, 137, 95, 374]","[158, 153, 104, 365]","[143, 167, 94, 375]",[1582 1522 1010 3681],[1603 1501 1024 3667],[1557 1547  995 3696],[1521 1583  973 3718],[1588 1516 1018 3673]
7,16,100,"[143, 167, 103, 367]","[152, 159, 107, 362]","[171, 140, 103, 366]","[175, 136, 95, 374]","[160, 151, 104, 365]","[139, 171, 91, 378]",[1581 1523  998 3693],[1613 1491 1035 3656],[1573 1531 1008 3683],[1537 1567  967 3724],[1599 1505 1022 3669]
8,16,150,"[143, 167, 104, 366]","[148, 163, 105, 364]","[173, 138, 102, 367]","[176, 135, 94, 375]","[160, 151, 106, 363]","[140, 170, 92, 377]",[1575 1529 1002 3689],[1612 1492 1027 3664],[1563 1541 1010 3681],[1539 1565  954 3737],[1592 1512 1007 3684]
