,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,50,0.5,"[167, 143, 117, 353]",0.6639897370109045,0.7070766405008221,0.7540396503943722,0.7297998149116962
1,50,0.75,"[167, 143, 118, 352]",0.6631943553559975,0.7059372476195277,0.7547218077169047,0.7295121248607228
2,50,1.0,"[167, 143, 118, 352]",0.6627581783194356,0.7050563514299915,0.7557876785333617,0.72953485446215
3,100,0.5,"[167, 143, 118, 352]",0.6633996151379089,0.7061801568132475,0.7546791728842465,0.7296211055072968
4,100,0.75,"[167, 143, 118, 352]",0.6631943553559975,0.7059204817783981,0.7547644425495629,0.7295230443953626
5,100,1.0,"[167, 143, 118, 352]",0.6629377806286081,0.7054935511597967,0.7551481560434875,0.7294728408639513
6,150,0.5,"[167, 143, 118, 352]",0.6632200128287364,0.7059652318029876,0.7547218077169047,0.7295269228305152
7,150,0.75,"[167, 143, 118, 352]",0.6631173829377806,0.7057880807795408,0.7548923470475379,0.7295109435350617
8,150,1.0,"[167, 143, 118, 352]",0.6628608082103913,0.7053607286702549,0.7552760605414625,0.729461347461561
