,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[147, 163, 105, 365]","[142, 169, 85, 384]","[155, 156, 87, 382]","[159, 152, 85, 384]","[147, 164, 97, 372]","[152, 158, 96, 373]",[1531 1573  941 3750],[1533 1571 1003 3688],[1495 1609  974 3717],[1503 1601  983 3708],[1536 1568  977 3714]
1,12,100,"[150, 160, 109, 361]","[147, 164, 86, 383]","[154, 157, 89, 380]","[163, 148, 89, 380]","[149, 162, 95, 374]","[149, 161, 96, 373]",[1538 1566  948 3743],[1540 1564 1000 3691],[1492 1612  983 3708],[1495 1609  978 3713],[1531 1573  976 3715]
2,12,150,"[149, 161, 109, 361]","[145, 166, 87, 382]","[154, 157, 86, 383]","[164, 147, 91, 378]","[152, 159, 95, 374]","[151, 159, 95, 374]",[1547 1557  945 3746],[1539 1565 1003 3688],[1496 1608  975 3716],[1491 1613  975 3716],[1538 1566  972 3719]
