,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[157, 153, 100, 370]",0.6908017960230918,0.7190787758331466,0.7979535280324024,0.7564580778972889
1,0.0001,100,"[155, 155, 103, 367]",0.6914175753688262,0.7193480842477401,0.7989341291835429,0.7570543944655733
2,0.0001,150,"[163, 147, 106, 364]",0.6919307248236048,0.7201495008390459,0.798337241526327,0.7572233409515665
3,0.001,50,"[159, 151, 103, 367]",0.6916998075689544,0.7178963007262981,0.8034107866126625,0.7582475418520661
4,0.001,100,"[160, 150, 105, 365]",0.6918024374599102,0.7176058920510606,0.8044340225964615,0.7585423883061826
5,0.001,150,"[160, 150, 104, 366]",0.6916228351507376,0.7171671861594888,0.8050735450863356,0.7585817294626025
6,0.01,50,"[136, 174, 82, 388]",0.676818473380372,0.6919978371940684,0.8343210402899169,0.7565234850880881
7,0.01,100,"[135, 175, 81, 389]",0.6771263630532393,0.692304733793372,0.8342784054572586,0.7566890441860522
8,0.01,150,"[135, 175, 82, 388]",0.6770750481077614,0.6923102255394388,0.8341078661266254,0.756622667835151
