,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[102, 208, 51, 419]",0.6643232841565105,0.6630924208159278,0.8989980814325303,0.7632230603954061
1,0.0005,"[119, 191, 71, 399]",0.672431045542014,0.675231228774433,0.8781070134299723,0.7633862276020892
2,0.0008,"[120, 190, 71, 399]",0.674894162924952,0.6800606377160899,0.8683436367512257,0.76273565373151
3,0.001,"[109, 201, 63, 407]",0.6778191148171906,0.6831850928432919,0.8664677041142614,0.7639660147064948
4,0.002,"[118, 192, 65, 405]",0.6767415009621551,0.6848258916509232,0.8575996589213387,0.7615244712410506
5,0.003,"[116, 194, 70, 400]",0.6740731237973059,0.6799949638932645,0.8659134512897037,0.7617700674475287
6,0.004,"[120, 190, 64, 406]",0.673636946760744,0.6795364962844845,0.8662545299509701,0.7615944066701779
7,0.005,"[112, 198, 59, 411]",0.6685824246311738,0.6742530665449402,0.8694095075676828,0.7594694236790007
8,0.01,"[85, 225, 41, 429]",0.6569339320076972,0.655629908591803,0.9057343849925388,0.7606295859870924
