,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[149, 161, 98, 372]",0.6876459268762027,0.7130074832380611,0.8049882754210189,0.7562038550155589
1,0.0001,100,"[158, 152, 102, 368]",0.6881334188582425,0.7149944925175254,0.8011085056491154,0.7556010523680803
2,0.0001,150,"[156, 154, 101, 369]",0.6883643361128929,0.7151874735664303,0.8012364101470901,0.7557685263887934
3,0.001,50,"[163, 147, 106, 364]",0.6904682488774856,0.7152588736769264,0.8068642080579835,0.7582978432333395
4,0.001,100,"[162, 148, 99, 371]",0.690724823604875,0.7152697823633254,0.8075463653805158,0.7586067675250039
5,0.001,150,"[162, 148, 101, 369]",0.6908787684413086,0.7151045375108531,0.8083990620336815,0.7588918360357825
6,0.01,50,"[138, 172, 83, 387]",0.6769724182168055,0.692253338757744,0.8339799616286505,0.7565358357342125
7,0.01,100,"[139, 171, 82, 388]",0.6775625400898011,0.6928037740008144,0.834022596461309,0.7568810591311415
8,0.01,150,"[139, 171, 81, 389]",0.6768954457985888,0.6923173137328018,0.8335536133020678,0.7563977321710935
