,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[121, 189, 65, 405]",0.6773829377806286,0.7044275756838598,0.7995736516734172,0.7489113887352244
1,0.0005,"[162, 148, 95, 375]",0.6820525978191148,0.7081821420198207,0.8023022809635473,0.7522935124301939
2,0.0008,"[130, 180, 74, 396]",0.6813341885824247,0.7073680835698571,0.8024728202941803,0.751900362703741
3,0.001,"[134, 176, 75, 395]",0.6827196921103271,0.7075992168548989,0.8057557024088681,0.7534806105692716
4,0.002,"[166, 144, 101, 369]",0.6837973059653624,0.7071433729366419,0.810104455340013,0.7551174005329773
5,0.003,"[164, 146, 95, 375]",0.6832071840923669,0.7034316036910275,0.8188019612023023,0.7567401096437936
6,0.004,"[153, 157, 91, 379]",0.6818473380372033,0.7021793169616503,0.8185461522063526,0.755885042356169
7,0.005,"[143, 167, 79, 391]",0.6797690827453496,0.6988931995172256,0.8220848433169898,0.7554785131772133
8,0.01,"[129, 181, 73, 397]",0.6757921744708146,0.690438779207796,0.8361969729268812,0.7563518151618104
