,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[2032, 80, 629, 157]",0.7411829663882946,0.5700861393891934,0.1852888775769916,0.2796772954283519
1,0.001,"[1996, 116, 591, 195]",0.7469804679411968,0.6042823156225218,0.19394247900229067,0.29364161849710985
2,0.01,"[2089, 23, 730, 56]",0.742011180895852,0.6271637816245007,0.11987783150928989,0.2012820512820513
